permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,lat,lon
2013-000201 PP,R- 435 Renovations/Remodel,Remodel,1805 WINTER PARK RD,07/19/2013,"remodel kitchen, living, dining, stairway. New windows and doors included in remodel.",Final,"Grady A Daniel, Grady Daniel",9202,Amanda,DR,,,AUSTIN,TX,78729,(512) 801-0684,,,,,,,,,,,,,,,441,1,0,Lot: 148 Block: Subdivision:,30.26234826,-97.80022089
2013-006823 EP,R- 329 Res Structures Other Than Bldg,New,1104 MANLOVE ST,07/19/2013,"new swimming pool (no spa, no gasline) (no concrete flat work or wood deck approved with this permit - pool only)",Final,"Bobby D. Leverett, Solid Base Electric, LLC",13101,Travis View,LOOP,,,Austin,TX,78732,(512) 619-6128,MURRAY JOHN & STACY KEESE,,,,,,AUSTIN,TX,78768 2458,,,61,,,,1,0,"Lot: 1A Block: Subdivision: BURNEY'S RESUBDIVISION, RESUBDIVISION OF LOT 1, BLOCK A, OF THE RESUB OF A PORTI",30.24616583,-97.73393158
2013-018040 EP,R- 434 Addition & Alterations,Addition and Remodel,6906 BLESSING AVE,07/19/2013,"partial demo of the enclosed porch and attached studio. Remodel of kitchen and bath, all electric and plumbing will be replaced/ upgraded. All old cast iron supply / drain lines to be replaced Remove old gas lines. Level the pier and beam foundation, Install exterior siding new walll insulation/house wrap/ new viynl low e windows Install central air and heat ducts tankless heater energy efficient appliances add covered deck to rear repair / rebuild front porch deck.",Final,"Neil H Williams, Valence Electric",376,Kinnikinik,DR,,,Austin,TX,78737,(512) 297-5498,JONES CHAD EDWARD & ASHLEY NICOLE PREVOST,,,,,,AUSTIN,TX,78752,,1710,1710,,,,1,0,LOT 19 BLK 3 BLACK A K SUBD NO 1,30.32623383,-97.69701042
2013-024217 EP,R- 435 Renovations/Remodel,Remodel,2004 ENCINO CIR,07/19/2013,"Interior remodel and replacing windows, new HVAC system, new water heater ***APPROVED BY COC PROGRAM***",Final,"Onel Riveron Sr, JJP Company",109,Mountain Top,,,,Cedar Creek,TX,78612,(512) 925-1604,,,,,,,,,,,2220,0,,,,1,0,LOT 3 OLT 50 DIV B ENCINO TERRACE,30.28379814,-97.70249047
2013-024715 EP,R- 101 Single Family Houses,New,3 SCOTT CRES,07/19/2013,New Construction of 1 story home.,Final,"Quenton Walden, Benchmark Electric",2207,Sumac,Ln,,,Cedar Park,TX,78613,(512) 848-3615,,,,,,,,,,,,3916,,,,1,0,Lot: 53 Block: Subdivision: TARRYTOWN OAKS,30.2976136,-97.76063326
2013-024831 EP,C-1000 Commercial Remodel,Remodel,5365 N IH 35 SVRD NB,07/19/2013,Change of use and remodel from Retail to expand Restaurant Dining Area,Final,"James Paul, Allied Electric Services, Inc.",,,,,,Georgetown,TX,78627-2691,(512) 930-0767,,,,,,,,,,,,,,,664,1,0,28.857AC OF LOT A LESS W27.964SQ FT CAPITAL PLAZA SUBD,,
2013-026891 EP,R- 101 Single Family Houses,New,3504 PENNSYLVANIA AVE UNIT B,07/19/2013,Relocate single family residence from 4006 Valleyview -add wall insulation to attic space install HVAC in attic space; new overhead electric service add new hardi siding on all residential sides,Final,"Michael Tanner, Austin Electrical Contractors",4300,Las Plumas,RD,,,Georgetown,TX,78628-1302,(512) 592-8472,,,,,,,,,,,,850,,,,1,0,0.1900 AC OF LOT 13 OLT 17 DIV B HUSTON SAM HEIGHTS,,
2013-031094 MP,R- 101 Single Family Houses,New,12008 VERSANTE CIR,07/19/2013,new 2 story single family condo with attached garage,Final,"Steven Layne Key,",13718,Lookout,DR,,,San Antonio,TX,78237,(210) 650-3380,,,,,,,,,,,,3243,,,,1,0,,30.42881333,-97.84472305
2013-038780 PP,C-1000 Commercial Remodel,Remodel,1212 GUADALUPE ST UNIT 905,07/19/2013,Interior remodel to existing Multi-Family Res. Condo. Key Pad Code: 2999 and the lock box code on door: 1905,Final,"Jason Wood, Flow Go Plumbing",1806,Bumple Bee,,,,Pflugerville,TX,78660,(512) 300-1995,,,,,,,,,,,,,,,955,1,0,UNT G-1 PENTHOUSE CONDOMINIUMS PLUS 4.1150% INT IN COMMON AREA,30.27588486,-97.74407341
2013-042074 MP,R- 101 Single Family Houses,New,9908 MILLA CIR,07/19/2013,new 1 sty single family condo with attached garage,Final,"Steven Layne Key,",13718,Lookout,DR,,,San Antonio,TX,78237,(210) 650-3380,,,,,,,,,,,,2366,,,,1,0,,30.16185068,-97.79854564
