permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1993-002067 BP,C-1000 Commercial Remodel,Remodel,6110 Convict Hill Road             A .00000,10/25/1993,New Community Swimming Pool,Final,,,,,,,,,,,,,,,,,,,,,,,,55000,,1,,"Lot: 50 Block: A Subdivision: LEGEND OAKS PHASE A, SECTION 7, COMMUNITY CENTER",6110 CONVICT HILL ROAD,30.22551014,-97.8674153,,,,,
1993-002067 EP,C-1000 Commercial Remodel,Remodel,6110 Convict Hill Road             A .00000,10/25/1993,New Community Swimming Pool,Final,,,,,,,,,,,,,,,,,,,,,,,,55000,,1,,"Lot: 50 Block: A Subdivision: LEGEND OAKS PHASE A, SECTION 7, COMMUNITY CENTER",6110 CONVICT HILL ROAD,30.22551014,-97.8674153,,,,,
1993-002067 MP,C-1000 Commercial Remodel,Remodel,6110 Convict Hill Road             A .00000,10/25/1993,New Community Swimming Pool,Final,,,,,,,,,,,,,,,,,,,,,,,,55000,,1,,"Lot: 50 Block: A Subdivision: LEGEND OAKS PHASE A, SECTION 7, COMMUNITY CENTER",6110 CONVICT HILL ROAD,30.22551014,-97.8674153,,,,,
1993-002067 PP,C-1000 Commercial Remodel,Remodel,6110 Convict Hill Road             A .00000,10/25/1993,New Community Swimming Pool,Final,,,,,,,,,,,,,,,,,,,,,,,,55000,,1,,"Lot: 50 Block: A Subdivision: LEGEND OAKS PHASE A, SECTION 7, COMMUNITY CENTER",6110 CONVICT HILL ROAD,30.22551014,-97.8674153,,,,,
1993-002718 BP,C-1000 Commercial Remodel,Remodel,6001 Techni Center Drive           A  00000,10/25/1993,Build Gas Distribution Sub Assemblies/Applied,Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,LOT A REPLAT OF LOTS 6-8 TECHNI-CENTER PLAZA II-A,6001 TECHNI CENTER DRIVE,30.27664262,-97.67137251,,,,,
1993-002718 EP,C-1000 Commercial Remodel,Remodel,6001 Techni Center Drive           A  00000,10/25/1993,Build Gas Distribution Sub Assemblies/Applied,Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,LOT A REPLAT OF LOTS 6-8 TECHNI-CENTER PLAZA II-A,6001 TECHNI CENTER DRIVE,30.27664262,-97.67137251,,,,,
1993-002718 MP,C-1000 Commercial Remodel,Remodel,6001 Techni Center Drive           A  00000,10/25/1993,Build Gas Distribution Sub Assemblies/Applied,Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,LOT A REPLAT OF LOTS 6-8 TECHNI-CENTER PLAZA II-A,6001 TECHNI CENTER DRIVE,30.27664262,-97.67137251,,,,,
1993-002718 PP,C-1000 Commercial Remodel,Remodel,6001 Techni Center Drive           A  00000,10/25/1993,Build Gas Distribution Sub Assemblies/Applied,Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,LOT A REPLAT OF LOTS 6-8 TECHNI-CENTER PLAZA II-A,6001 TECHNI CENTER DRIVE,30.27664262,-97.67137251,,,,,
1993-004719 BP,C-1000 Commercial Remodel,Remodel,8000 Centre Park Drive             A .00200,10/25/1993,Remodel Existing Offices,Final,,,,,,,,,,,,,,,,,,,,,,,,101688,,1,,,8000 CENTRE PARK DRIVE,30.33366161,-97.67894872,,,,,
1993-004719 EP,C-1000 Commercial Remodel,Remodel,8000 Centre Park Drive             A .00200,10/25/1993,Remodel Existing Offices,Final,,,,,,,,,,,,,,,,,,,,,,,,101688,,1,,,8000 CENTRE PARK DRIVE,30.33366161,-97.67894872,,,,,
1993-004719 MP,C-1000 Commercial Remodel,Remodel,8000 Centre Park Drive             A .00200,10/25/1993,Remodel Existing Offices,Final,,,,,,,,,,,,,,,,,,,,,,,,101688,,1,,,8000 CENTRE PARK DRIVE,30.33366161,-97.67894872,,,,,
1993-004719 PP,C-1000 Commercial Remodel,Remodel,8000 Centre Park Drive             A .00200,10/25/1993,Remodel Existing Offices,Final,,,,,,,,,,,,,,,,,,,,,,,,101688,,1,,,8000 CENTRE PARK DRIVE,30.33366161,-97.67894872,,,,,
1993-004728 BP,C-1000 Commercial Remodel,Remodel,2507 Howard Lane                   A A00000,10/25/1993,Finish-Out 670 Sq Ft Of Existing Printing Co,Expired,,,,,,,,,,,,,,,,,,,,,,,,5000,,1,,,2507 HOWARD LANE,30.43631103,-97.69065533,,,,,
1993-004728 EP,C-1000 Commercial Remodel,Remodel,2507 Howard Lane                   A A00000,10/25/1993,Finish-Out 670 Sq Ft Of Existing Printing Co,Final,,,,,,,,,,,,,,,,,,,,,,,,5000,,1,,,2507 HOWARD LANE,30.43631103,-97.69065533,,,,,
1993-004728 MP,C-1000 Commercial Remodel,Remodel,2507 Howard Lane                   A A00000,10/25/1993,Finish-Out 670 Sq Ft Of Existing Printing Co,Expired,,,,,,,,,,,,,,,,,,,,,,,,5000,,1,,,2507 HOWARD LANE,30.43631103,-97.69065533,,,,,
