permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1985-004958 BP,R- 434 Addition & Alterations,Addition,2138 Barton Hills Drive            A  00000,02/14/1985,Remodel & Addn To Exist Res To Create Den,Final,,,,,,,,,,,,,,,,,,,,,,,,7000,,1,,Lot: 1 Block: F Subdivision: BARTON HILLS WEST SEC 1,2138 BARTON HILLS DRIVE,30.25305286,-97.7867964,,,,,
1985-004958 EP,R- 434 Addition & Alterations,Addition,2138 Barton Hills Drive            A  00000,02/14/1985,Remodel & Addn To Exist Res To Create Den,VOID,,,,,,,,,,,,,,,,,,,,,,,,7000,,1,,Lot: 1 Block: F Subdivision: BARTON HILLS WEST SEC 1,2138 BARTON HILLS DRIVE,30.25305286,-97.7867964,,,,,
1985-004958 MP,R- 434 Addition & Alterations,Addition,2138 Barton Hills Drive            A  00000,02/14/1985,Remodel & Addn To Exist Res To Create Den,VOID,,,,,,,,,,,,,,,,,,,,,,,,7000,,1,,Lot: 1 Block: F Subdivision: BARTON HILLS WEST SEC 1,2138 BARTON HILLS DRIVE,30.25305286,-97.7867964,,,,,
1985-015364 BP,R- 101 Single Family Houses,New,7204 Holly Fern Cove               A  00000,02/14/1985,Two Sty Frm Res W/Brk Ven And Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,126245,,1,,,7204 HOLLY FERN COVE,30.37977761,-97.79738758,,,,,
1985-015364 DS,Res. Driveway & Sidewalk,New,7204 Holly Fern Cove               A  00000,02/14/1985,Two Sty Frm Res W/Brk Ven And Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,126245,,,,,7204 HOLLY FERN COVE,30.37977761,-97.79738758,,,,,
1985-015364 EP,R- 101 Single Family Houses,New,7204 Holly Fern Cove               A  00000,02/14/1985,Two Sty Frm Res W/Brk Ven And Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,126245,,1,,,7204 HOLLY FERN COVE,30.37977761,-97.79738758,,,,,
1985-015364 MP,R- 101 Single Family Houses,New,7204 Holly Fern Cove               A  00000,02/14/1985,Two Sty Frm Res W/Brk Ven And Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,126245,,1,,,7204 HOLLY FERN COVE,30.37977761,-97.79738758,,,,,
1985-015364 PP,R- 101 Single Family Houses,New,7204 Holly Fern Cove               A  00000,02/14/1985,Two Sty Frm Res W/Brk Ven And Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,126245,,1,,,7204 HOLLY FERN COVE,30.37977761,-97.79738758,,,,,
1985-015393 BP,R- 101 Single Family Houses,New,7302 Holly Fern Cove               A  00000,02/14/1985,2 Stry Frm Res W/Mas Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,112980,,1,,,7302 HOLLY FERN COVE,30.37916126,-97.79834829,,,,,
1985-015393 DS,Res. Driveway & Sidewalk,New,7302 Holly Fern Cove               A  00000,02/14/1985,2 Stry Frm Res W/Mas Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,112980,,,,,7302 HOLLY FERN COVE,30.37916126,-97.79834829,,,,,
1985-015393 EP,R- 101 Single Family Houses,New,7302 Holly Fern Cove               A  00000,02/14/1985,2 Stry Frm Res W/Mas Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,112980,,1,,,7302 HOLLY FERN COVE,30.37916126,-97.79834829,,,,,
1985-015393 MP,R- 101 Single Family Houses,New,7302 Holly Fern Cove               A  00000,02/14/1985,2 Stry Frm Res W/Mas Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,112980,,1,,,7302 HOLLY FERN COVE,30.37916126,-97.79834829,,,,,
1985-015393 PP,R- 101 Single Family Houses,New,7302 Holly Fern Cove               A  00000,02/14/1985,2 Stry Frm Res W/Mas Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,112980,,1,,,7302 HOLLY FERN COVE,30.37916126,-97.79834829,,,,,
1985-019887 BP,R- 101 Single Family Houses,New,13312 Council Bluff Drive           A .00000,02/14/1985,2 Stry Frm Res W/Brk Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,94780,,1,,,13312 COUNCIL BLUFF DRIVE,30.43628684,-97.71551226,,,,,
1985-019887 DS,Res. Driveway & Sidewalk,New,13312 Council Bluff Drive           A .00000,02/14/1985,2 Stry Frm Res W/Brk Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,94780,,,,,13312 COUNCIL BLUFF DRIVE,30.43628684,-97.71551226,,,,,
1985-019887 EP,R- 101 Single Family Houses,New,13312 Council Bluff Drive           A .00000,02/14/1985,2 Stry Frm Res W/Brk Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,94780,,1,,,13312 COUNCIL BLUFF DRIVE,30.43628684,-97.71551226,,,,,
1985-019887 MP,R- 101 Single Family Houses,New,13312 Council Bluff Drive           A .00000,02/14/1985,2 Stry Frm Res W/Brk Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,94780,,1,,,13312 COUNCIL BLUFF DRIVE,30.43628684,-97.71551226,,,,,
1985-019887 PP,R- 101 Single Family Houses,New,13312 Council Bluff Drive           A .00000,02/14/1985,2 Stry Frm Res W/Brk Ven & Att Gar,Final,,,,,,,,,,,,,,,,,,,,,,,,94780,,1,,,13312 COUNCIL BLUFF DRIVE,30.43628684,-97.71551226,,,,,
1985-019970 BP,R- 435 Renovations/Remodel ,Remodel,10119 Willfield Drive               A  00000,02/14/1985,Reroof Existing Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,1765,,1,,,10119 WILLFIELD DRIVE,30.36044299,-97.67024899,,,,,
1985-019976 BP,R- 435 Renovations/Remodel ,Remodel,2000 Payne Avenue                  A  00000,02/14/1985,Reroof Existing Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,1936,,1,,,2000 PAYNE AVENUE,30.33883056,-97.73582248,,,,,
1985-019976 PP,R- 435 Renovations/Remodel ,Remodel,2000 Payne Avenue                  A  00000,02/14/1985,Reroof Existing Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,1936,,1,,,2000 PAYNE AVENUE,30.33883056,-97.73582248,,,,,
