permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,lat,lon
2004-012069 MP,"C- 437 Addn, Alter, Convn-NonRes",Addition,1210 W 9th St,05/26/2005,Addition (3rd Flr Addn Of 470sf) And Remodel To Existing Multi-Family Residential Apts To Reduce 8-Unit Apts Bldg To 5-Unit Apt Bldg,Final,"Michael Scher, All Year Heating & Cooling",7209,Lamar,BLVD,,,Austin,TX,78752,(512) 467-2672,RYAN RICHARD HUNT & ALISON KATHLEEN RYAN,,,,,,AUSTIN,TX,78703 4849,,,,,150000,,5,,Lot: 4 Block: Subdivision: LEWIS HANCOCK SUBD,30.27600488,-97.75669681
2004-017155 EP,C-1000 Commercial Remodel,Remodel,4300 N Lamar Blvd,05/26/2005,Interior Remodel To Existing Medical Clinic To Install Walk-In Freezer & Cooler,Final,"Jimmie Farrell, Jimmie Farrell Electric",,,,,,Austin,TX,78764,(512) 442-1175,,,,,,,,,,,,,,7000,,,,Lot: 16 Block: Subdivision: ALTA VISTA,30.31135888,-97.739631
2004-021491 MP,C- 105 Five or More Family Bldgs,New,2632 Century Park Blvd Bldg 11,05/26/2005,New Multi-Family Residential Condominiums,Final,"Daniel Ramsey, Evenaire, LLC",21424,Martin,LN,,,Pflugerville,TX,78660,(512) 990-2300,,,,,,,,,,,,,,200000,,4,,,30.43374211,-97.69333455
2005-001153 EP,R- 101 Single Family Houses,New,15128 Glen Echo Dr,05/26/2005,"New, One Story Sf Res., W/Attached Garage, W/Covered Patio",Final,"Thomas Roland, Phoenix Electric, Inc.",,,,,,Round Rock,TX,78683-5069,(512) 759-2200,,,,,,,,,,,,,,162495,,1,,,30.49100487,-97.76538215
2005-001155 PP,R- 101 Single Family Houses,New,15113 Glen Echo Dr,05/26/2005,"New, 2 Story Sf Res., W/Attached Garage, W/Covered Porch/Patio",Final,"Gary Atwood, Accent Plumbing, Inc.",21101,FM 685,,,,Pflugerville,TX,78660,(512) 251-2819,,,,,,,,,,,,,,186920,,1,,,30.49002843,-97.76519169
2005-001210 MP,R- 101 Single Family Houses,New,2009 Melissa Oaks Ln,05/26/2005,"New Sf Residence W/ Attached Garage, Cov'D Patio, Cov'D Porch",Final,"Daniel Ramsey, Evenaire, LLC",21424,Martin,LN,,,Pflugerville,TX,78660,(512) 990-2300,,,,,,,,,,,,,,78901,,1,,"Lot: 43 Block: 4 Subdivision: CROSSING AT ONION CREEK SEC 3 & 4, AMENDED PLAT OF (SMART HOUSING)",30.15787371,-97.78144245
2005-001263 PP,R- 434 Addition & Alterations,Addition,1507 Treadwell St,05/26/2005,"Remodel Existing Kitchen, Bathroom & Add 2nd Fl Bedroom & Bathroom & Closets",Final,"David Stovall, DBA DAS Plumbing",1625,High,Rd,,,Kyle,TX,78640,(512) 415-8875,AIKA SUVI K & STEFAN KEYDEL,,,,,,AUSTIN,TX,78704 2218,,,,,70000,,,,"Lot: 9 Block: 1 Subdivision: BARTON SPRINGS PARK, RESUB OF (C8S-61- ? ) LOTS 12, 13 & PART OF 14 BLK 1",30.2570128,-97.76376647
2005-001263 PP,R- 434 Addition & Alterations,Addition,1507 Treadwell St,05/26/2005,"Remodel Existing Kitchen, Bathroom & Add 2nd Fl Bedroom & Bathroom & Closets",Final,"David Stovall, DBA DAS Plumbing",1625,High,Rd,,,Kyle,TX,78640,(512) 415-8875,"SUVI AIKA,",1507,TREADWELL,ST,,,AUSTIN,TX,78704,(512) 445-0836,,,,70000,,,,"Lot: 9 Block: 1 Subdivision: BARTON SPRINGS PARK, RESUB OF (C8S-61- ? ) LOTS 12, 13 & PART OF 14 BLK 1",30.2570128,-97.76376647
2005-001395 EP,R- 101 Single Family Houses,New,7101 Seneca Falls Loop,05/26/2005,"New Two Story Res W/Att Garage, Covered Patio & Porch",Final,"Russell Jones, Russell Jones Electric",3378,FM 1478,,,,LAMPASAS,TX,76550,(512) 556-8702,,,,,,,,,,,,,,178915,,,,Lot: 81 Block: Y Subdivision: HIELSCHER SECTION 8,30.19776411,-97.90057068
2005-001428 BP,R- 101 Single Family Houses,New,10621 Beard Ave,05/26/2005,New One Story Sf Res. W/Attached Garage W/Covered Patio/Porch,Expired,D R Horton Homes,10700,PECAN PARK,BLVD,Suite,400,AUSTIN,TX,78750,(512) 533-1407,,,,,,,,,,,,,,61460,,1,,Lot: 16 Block: BB Subdivision: BAUERLE RANCH,30.16891497,-97.83759647
2005-001428 EP,R- 101 Single Family Houses,New,10621 Beard Ave,05/26/2005,New One Story Sf Res. W/Attached Garage W/Covered Patio/Porch,VOID,"Fred Hoskins, Hoskins Electric Co.",414,Thompson,LN,,,Austin,TX,78742,(512) 385-8831,,,,,,,,,,,,,,61460,,1,,Lot: 16 Block: BB Subdivision: BAUERLE RANCH,30.16891497,-97.83759647
2005-001624 BP,R- 645 Demolition One Family Homes,Demolition,710 E 45th St,05/26/2005,Demolish Residence,Expired,"Austin City Homes, L.L.C.",2211,Riviera,,,,CEDAR PARK,TX,78613,(512) 704-3880,,,,,,,,,,,,,,44,,,,Lot: 13 Block: 3 Subdivision: RIDGETOP ANNEX (A RESUB OF BLOCK NO. 1),30.30582018,-97.72130983
2005-001809 BP,R- 101 Single Family Houses,New,15517 Brodick Dr,05/26/2005,New 2 Story Sf Res W/Attached Garage And Covered Porches And Uncovered Patios,Final,"Drees Custom Homes, L.P.",7300,FM 2222,Hwy,Unit,250,Austin,TX,78730,(512) 241-7133,,,,,,,,,,,,,,147462,,1,,,30.50188563,-97.76518767
2005-001809 DS,Res. Driveway & Sidewalk,New,15517 Brodick Dr,05/26/2005,New 2 Story Sf Res W/Attached Garage And Covered Porches And Uncovered Patios,Final,"Harrell Enterprises, LP",1710,Sullivan,,,,Pflugerville,TX,78660,(512) 990-7573,,,,,,,,,,,,,,147462,,,,,30.50188563,-97.76518767
2005-001994 PP,R- 101 Single Family Houses,New,15716 Belfin Dr,05/26/2005,New Two Story Sf Residence W/Attached Garage W/ Covered Porch/Patio,Final,"Gary Atwood, Accent Plumbing, Inc.",21101,FM 685,,,,Pflugerville,TX,78660,(512) 251-2819,,,,,,,,,,,,,,155480,,1,,,30.49264823,-97.76337172
2005-001995 PP,R- 101 Single Family Houses,New,15708 Belfin Dr,05/26/2005,New One Story Sf Residence W/Attached Garage W/Covered Patio And Porch,Final,"Gary Atwood, Accent Plumbing, Inc.",21101,FM 685,,,,Pflugerville,TX,78660,(512) 251-2819,,,,,,,,,,,,,,124875,,1,,,30.49298188,-97.76345305
2005-002085 BP,R- 103 Two Family Bldgs,New,1305 Bluff St,05/26/2005,Duplex 2 Story W/Att'D Garage And Covered Balconies And Cantilevers (Setback Averaging Ldc-25-2-778),Expired,Avera Development,809,Lamar Blvd.,,,,Austin,TX,78704,(512) 707-8000,,,,,,,,,,,,4293,,265000,,2,,,30.25869776,-97.7599474
2005-002085 DS,Res. Driveway & Sidewalk,New,1305 Bluff St,05/26/2005,Duplex 2 Story W/Att'D Garage And Covered Balconies And Cantilevers (Setback Averaging Ldc-25-2-778),Final,Inscore Construction,,,,,,,,,(512) 947-6046,,,,,,,,,,,,4293,,265000,,,,,30.25869776,-97.7599474
2005-002138 MP,Residential,Remodel,1401 E Rundberg Ln Unit 231,05/26/2005,Connect Mobile Home,Final,"Gene Mundahl, Air Pro, Inc.",,,,,,Austin,TX,78760,(512) 326-1511,,,,,,,,,,,,,,1000,,,,,30.35163584,-97.67832214
2005-002199 BP,R- 101 Single Family Houses,New,10404 Tularosa Pass,05/26/2005,New Two Story Res W/Att Garage & Covered Porch,Final,David Weekley Homes,9000,Waterford Centre,BLVD,,,AUSTIN,TX,78758,(512) 821-8885,,,,,,,,,,,,,,187000,,,,,30.42955146,-97.81897378
