permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,lat,lon
2005-014181 EP,R- 101 Single Family Houses,New,1405 Luna St,11/30/2006,New Detached Garage,Final,"Mark R Sanders, Ringo Electric, Inc.",2851,Bell Gin,Rd,,,Georgetown,TX,78626,(512) 825-1891,,,,,,,,,,,,,,15000,,1,,Lot: 26 Block: 3 Subdivision: CHERNOSKY SUBDN NO 9,30.28073347,-97.69105885
2006-001777 EP,C-1000 Commercial Remodel,Remodel,1201 Payton Gin Rd,11/30/2006,"Installation Of New Air Conditioning Unit, Cooling Exhaust Fan And Associated Ductwork & Electrical Connections At Data Room In Existing Public Secondary Educational Facilities",Final,"Curtis Sellers, Seller & Sellers Electric Dba B&B electric",,,,,,Austin,TX,78765,(512) 453-7363,AUSTIN INDEPENDENT SCHOOL DISTRICT,1111,6TH,ST,STE,B-300,AUSTIN,TX,78703,,,,,34250,,,,ABS 789 SUR 57 WALLACE J P ACR 32.40,30.36134732,-97.70851272
2006-001784 EP,C-1000 Commercial Remodel,Remodel,3500 Susquehanna Ln,11/30/2006,"Installation Of New Air Conditioning Unit, Cooling Exhaust Fan & Associated Duct Work And Electrical Connections At The Data Room At Public Primary Educational Facilities",Final,"Curtis Sellers, Seller & Sellers Electric Dba B&B electric",,,,,,Austin,TX,78765,(512) 453-7363,,,,,,,,,,,,,,31250,,,,LOT 13 BLK 19 RIVERBEND SEC 3A AT UNIVERSITY HILLS LOT 1-6 BLK 19 SEC 3C & 8.581AC J A G BROOKS SUR,30.31395845,-97.6653494
2006-002936 MP,R- 101 Single Family Houses,New,12008 Pepperidge Dr,11/30/2006,"New 2 Story Residence W/Attached Garge, 5' Bump/Storage, Covered Patio, & Covered Porch. **Stratus Credit Bank-Bldg Fee Only Waived**",Final,"Charles Artale,",3001,Industrial Terrace,,,,Austin,TX,78758,(512) 821-3163,,,,,,,,,,,,3985,,142850,,1,,Lot: 52 Block: F Subdivision: MERIDIAN SECTION C PHASE 1,30.18833102,-97.92328902
2006-003572 PP,R- 435 Renovations/Remodel,Remodel,9033 Sautelle Ln,11/30/2006,Repair Fire Damage To Min Standards.,Final,"Zenon Vazquez, Xenon's & More Plumbing",15107,CHAMBERLAIN,CT,,,AUSTIN,TX,78724,(512) 563-3548,,,,,,,,,,,,,,45000,,1,,Lot: 37 Block: A Subdivision: VILLAGE AT WESTERN OAKS SECTION 29-A (W/D & RESUBMITTAL),30.20786293,-97.87789703
2006-003828 EP,C- 101 Single Family Houses,New,10700 Macmora Rd Unit 122,11/30/2006,"*Smart Housing*New 2-Story Condominium Residence. No Garage, Covered Porch.****This Is No Longer Waived & Has Been Decertified Per Smart Housing 12-4-06 Per Stuart Hersh*****",Final,"William B. Crist Jr., IES Residential, Inc.",,,,,,Stafford,TX,77497-0947,(281) 498-2212,,,,,,,,,,,,,,49000,,1,,,30.38198249,-97.7025605
2006-003831 EP,C- 101 Single Family Houses,New,10700 Macmora Rd Unit 121,11/30/2006,*Smart Housing*New 2-Story Sf Condominium Residence.*********This Is No Longer Waived & Has Been Decertified Per Smart Housing 12-4-06 Per Stuart Hersh*****,Final,"William B. Crist Jr., IES Residential, Inc.",,,,,,Stafford,TX,77497-0947,(281) 498-2212,,,,,,,,,,,,,,49000,,1,,,30.38198249,-97.7025605
2006-003865 EP,Commercial,Remodel,11303 1/2 Domain Dr,11/30/2006,Elec Serv For At&T Cell Cabinet Only,Final,"Jerrel D Greenwalt, Jerrel Greenwalt Electric",,,,,,Buda,TX,78610,(512) 461-7014,,,,,,,,,,,,,,1200,,,,,30.39928825,-97.72498582
2006-003894 EP,C-1000 Commercial Remodel,Remodel,12201 TECHNOLOGY BLVD UNIT 130,11/30/2006,Remodel To Exiting Lt. Manufacturing,Final,"Stephen Runyan,",1821,Central Commerce,CT,,,ROUND ROCK,TX,78664,(512) 339-1111,,,,,,,,,,,,,,1530000,30000,0,,,30.4322912,-97.76001852
2006-003914 BP,R- 101 Single Family Houses,New,5508 COLINTON AVE,11/30/2006,New 2 Story Res W Att Garage And Cov Patio/Porch,Expired,Centex Homes,12301 B,Riata Trace Pkwy,,Bldg,2,Austin,TX,78727,(512) 795-0170,,,,,,,,,,,,2597,,117990,,1,,LOT 88 BLK A EDINBURGH GARDENS SEC 2,30.37422882,-97.61459024
2006-003914 DS,"Res. Driveway, Sidewalk, Curb, Gutter",New,5508 COLINTON AVE,11/30/2006,New 2 Story Res W Att Garage And Cov Patio/Porch,Final,Texas Flat Works,,,,,,,,,(512) 784-1061,,,,,,,,,,,,,,117990,,,,LOT 88 BLK A EDINBURGH GARDENS SEC 2,30.37422882,-97.61459024
2006-003914 MP,R- 101 Single Family Houses,New,5508 COLINTON AVE,11/30/2006,New 2 Story Res W Att Garage And Cov Patio/Porch,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2597,,117990,,1,,LOT 88 BLK A EDINBURGH GARDENS SEC 2,30.37422882,-97.61459024
2006-003941 EP,C-1000 Commercial Remodel,Remodel,11215 S Ih 35 Svrd Nb Unit 124,11/30/2006,Tenant Finish Out To Create Financial Services (Edward Jones),Final,"Jimmie Farrell, Jimmie Farrell Electric",,,,,,Austin,TX,78764,(512) 442-1175,,,,,,,,,,,,,,45575,,,,Lot: 1 Block: A Subdivision: ONION CREEK SECTION 100,30.13776961,-97.79590053
2006-003965 EP,C-1000 Commercial Remodel,Remodel,301 Congress Ave Unit 1525,11/30/2006,Interior Remodel To Existing Admn/Bus/Prof Offices,Final,"James Rust, Rust Electrical Service Inc.",401,Cole,ST,,,Austin,TX,78737,(512) 301-5171,,,,,,,,,,,,,,67068,,,,Lot: 2 Block: Subdivision: OUTLOT 30 DIVISION E,30.2653827,-97.74353791
2006-003965 MP,C-1000 Commercial Remodel,Remodel,301 Congress Ave Unit 1525,11/30/2006,Interior Remodel To Existing Admn/Bus/Prof Offices,Final,"Steve Everage, Air Craft Inc. Air Conditioning, Refrige",1916,Picadilly,DR,,,Round Rock,TX,78664-8543,(512) 836-1690,,,,,,,,,,,,,,67068,,,,Lot: 2 Block: Subdivision: OUTLOT 30 DIVISION E,30.2653827,-97.74353791
2006-003965 PP,C-1000 Commercial Remodel,Remodel,301 Congress Ave Unit 1525,11/30/2006,Interior Remodel To Existing Admn/Bus/Prof Offices,Final,"Scott Schenk, Butler Plumbing, Inc.",9709,Swanson Ranch,RD,,,Austin,TX,78748,(512) 280-1680,,,,,,,,,,,,,,67068,,,,Lot: 2 Block: Subdivision: OUTLOT 30 DIVISION E,30.2653827,-97.74353791
2006-003998 EP,Commercial,Remodel,9700 1/2 S Ih 35 Svrd Sb,11/30/2006,"Install 44 Lightg Fxtrs, Conduit In Trench & Wire",Expired,"Doyle Baird,",,,,,,LEANDER,TX,78646-1390,(512) 528-2500,,,,,,,,,,,,,,317500,,,,"Lot: 12 Block: A Subdivision: SOUTHPARK MEADOWS SUBDIVISION, AMENDED PLAT",30.15879462,-97.79061543
2006-004032 EP,Commercial,Remodel,4800 Bee Caves Rd,11/30/2006,Tpl For Future Comm Bldg. Only. Eud.,Final,"Michael Hernandez,",1615,2nd,ST,,,Austin,TX,78704,(512) 785-5353,,,,,,,,,,,,,,500,,,,,30.28897379,-97.81708566
2006-004033 PP,R- 101 Single Family Houses,New,2040 Wayward Sun Dr,11/30/2006,"New 1-Story Sf Res, Attached Garage, Covered Porch.",Final,"Robert Christianson,",1950,Louis Henna,BLVD,,,Round Rock,TX,78664,(512) 246-5200,,,,,,,,,,,,2097,,90750,,1,,,30.36964095,-97.65477023
2006-004046 BP,R- 103 Two Family Bldgs,New,2809 BONNIE RD,11/30/2006,New Two Story Sf Gar/Apt With Cov'Rd Balcony And Under Stair Storage.,Final,"William F. Bullington,",9300,COLBERG,DR,,,AUSTIN,TX,78749,(512) 301-1856,,,,,,,,,,,,1514,,55000,,2,,LOT 23 WESTENFIELD NO 1,,
2006-004046 EP,R- 103 Two Family Bldgs,New,2809 BONNIE RD,11/30/2006,New Two Story Sf Gar/Apt With Cov'Rd Balcony And Under Stair Storage.,Final,"Bryan Neal, Powerhouse Electrical Services, Inc.",503,Farley,DR,,,Austin,TX,78753,(512) 832-8900,,,,,,,,,,,,1514,,55000,,2,,LOT 23 WESTENFIELD NO 1,,
2006-004049 MP,Residential,Remodel,1704 Norris Dr,11/30/2006,Install 2.5ton Hvac System To Exst Sf Res Only,Final,"Albert D Andrea, Mccullough Heating & Air Conditioning",2620,BUELL,AVE,,,AUSTIN,TX,78757,(512) 280-0011,DAVIS JOHN T,,,,,,AUSTIN,TX,78704 2808,,,,,5000,,,,Lot: 11 Block: Subdivision: BEVERLY HEIGHTS,30.25590181,-97.77531846
2006-004052 PP,Residential,Remodel,12005 Buzz Schneider Ln,11/30/2006,Install Backflow Prev For Irrig At New Sf Res Only,Final,"Brent Bottlinger, Choate Irrigation",101,CR 124,,,,Georgetown,TX,78626,(512) 930-5980,,,,,,,,,,,,,,100,,,,Lot: 77 Block: A Subdivision: RANCHO ALTO PHASE 1,30.14723429,-97.83813542
2006-004053 PP,Residential,Remodel,2400 Lynnbrook Dr,11/30/2006,Install Backflow Prev For Irrig At Exst Sf Res Only,Final,"Brent Bottlinger, Choate Irrigation",101,CR 124,,,,Georgetown,TX,78626,(512) 930-5980,,,,,,,,,,,,,,100,,,,Lot: 18 Block: V Subdivision: BAUERLE RANCH,30.16634058,-97.83620183
2006-004054 PP,Residential,Remodel,8101 Tierra Linda Ln,11/30/2006,Install Backflow Prev For Irrig At New Sf Res Only,Final,"Brent Bottlinger, Choate Irrigation",101,CR 124,,,,Georgetown,TX,78626,(512) 930-5980,,,,,,,,,,,,,,100,,,,"Lot: 21 Block: B Subdivision: ALTA MIRA SECTION 1 AT CIRCLE C RANCH, AMENDED PLAT OF",30.19699408,-97.92011852
2006-004056 EP,Residential,Remodel,1623 Watchhill Rd,11/30/2006,Repair Damaged Meter Loop On O.H. Power Supply,Final,"Howard Reynolds, Scotty Reynolds Electric",6918,Twighlight Mesa,DR,,,AUSTIN,TX,78737,(512) 301-3100,,,,,,,,,,,,,,250,,,,Lot: 12 Block: Subdivision: PEASE ESTATES,30.28890724,-97.75932351
2006-004057 BP,C-1000 Commercial Remodel,Remodel,5435 Burnet Rd,11/30/2006,Interior Non-Structual Demo Only,Expired,Na Volunteer,,,,,,,,,(512) 459-1288,PROTESTANT EPISCOPAL CHURCH COUNCIL OF THE DIOCESE OF TX % HARRELL SUPPLY & SERVICE CTR,,,,,,AUSTIN,TX,78704 3337,,,,,5000,,,,,30.3295475,-97.73959647
