permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description
2005-016837 MP,C- 104 Three & Four Family Bldgs,New,3406 Manchaca Rd Bldg D,09/01/2006,New Multi-Family Residential Building - 4-Plex,Final,"Stanley Johnson,",9200,WATERFORD CENTRE,BLVD,Unit,100,AUSTIN,TX,78758,(512) 929-9393,,,,,,,,,,,,,,300400,,4,,
2006-001171 PP,R- 434 Addition & Alterations,Addition,1607 Brackenridge St,09/01/2006,"Remodel Existing 1st Fl Kitchen, & Expanding Kitchen & Familyroom & 2nd Fl Screened Porch & Deck ( 2 Bathrooms 5/8"" Meter)",VOID,"Jill Montgomery(Owner),",,,,,,,,,,MONTGOMERY JILL,,,,,,AUSTIN,TX,78704 3511,,,1001,,53000,,,,Lot: 4 Block: Subdivision:
2006-001336 EP,C-1000 Commercial Remodel,Remodel,4602 TANNEY ST,09/01/2006,Change Of Use Of Only 960sf From Religious Assembly To Food Sales (Catering),Final,"Patrick Sisti, Austin's Town And Country Electric Co., Inc.",6413,Sailing Breeze,TRL,,,Austin,TX,78744,(512) 745-1412,,,,,,,,,,,,,,33000,960,0,,Lot: 2 Block: 5 Subdivision: PECAN VALLEY
2006-001768 BP,C-1000 Commercial Remodel,Remodel,2501 W Parmer Ln Unit 950,09/01/2006,Change Of Use From Retail To Restaurant & Remodel Of Interior And Facade,Final,Embree Group,4747,Williams,Dr,,,Georgetown,TX,78628,(512) 819-4700,,,,,,,,,,,,,,300000,,,,LOT 1 LESS .042A PARMER SQUARE SUBD PLUS .005A VACATED STREET
2006-002449 MP,R- 101 Single Family Houses,New,10728 Kilkee Cv,09/01/2006,"New Two Story Sf Res, P.U.D., Attached Garage, Cov'D Patio, Cov'D Porch",Final,"Twin Burnham,",414,Thompson,Ln,,,Austin,TX,78742,(512) 385-4961,,,,,,,,,,,,,,83055,,1,,
2006-002464 PP,C- 329 Com Structures Other Than Bldg,New,10500 Avery Club Dr Bldg 15,09/01/2006,Inground Swimming Pool & Spa W/Req'D Enclosure Device For Sf Res,VOID,"John Kinzelmann, J.K. Plumbing",13403,Copper Hills,Dr,,,Manchaca,TX,78652,(512) 844-7935,,,,,,,,,,,,430,,45000,,1,,"S9061 - RESERVE AT AVERY RANCH 3, BLOCK A, Lot 31, ACRES 1.48, (ROW EASEMENT)"
2006-002468 PP,R- 101 Single Family Houses,New,7009 Via Dono Dr,09/01/2006,"New Two Story Sf-Residence W/ Attached Garage, Cov'D. Porch, And Uncov'D. Patio",Final,"William Samsel, Custom Plumbing Co., Inc",9511,Brown,LN,,,Austin,TX,78754,(512) 837-7313,,,,,,,,,,,,3777,,189550,,1,,Lot: 26 Block: B Subdivision: HEIGHTS AT LOMA VISTA (AKA SHADOWRIDGE CROSSING SEC 10)
2006-002513 MP,R- 434 Addition & Alterations,Addition,2005 S 5th St,09/01/2006,"Add 2nd Fl Personal Studio & 1st & 2nd Fl Stairs ( 2 Bathrooms To Existing Main Residence 5/8"" Meter) ( Refer To Original #00007875)",Final,"D Lesak, Enviro Air A/C & Heating",1305,Shady Grove,PATH,,,Cedar Park,TX,78613,(512) 845-2289,FOSTER ALAN & KRISTI A TALLEY FOSTER,,,,,,AUSTIN,TX,78704 5009,,,400,,1500,,,,N 57FT OF LOT 9 BLK O BOULDIN JAMES E ADDN
2006-002596 EP,Commercial,Remodel,12303 Technology Blvd,09/01/2006,Replacing Exst. Elec. Srv To Ct Meter Only,Final,"Sherman Debusk, Debusk Electric, Inc. (main)",,,,,,Austin,TX,78760,(512) 462-0707,,,,,,,,,,,,,,1500,,,,
2006-002605 BP,R- 101 Single Family Houses,New,11304 Hollister Dr,09/01/2006,"New 2 Story Sf Res. Att Garage, Covd Patio, Covd Porch.",Final,"Newmark Home Corporation, L.P.",6500,River Place,Blvd,Bldg,"2, #300",AUSTIN,TX,78730-1124,(512) 345-5147,,,,,,,,,,,,4674,,194425,,1,,Lot: 12 Block: B Subdivision: SOMERSET ESTATES
