permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1990-012999 BP,R- 101 Single Family Houses,New,10805 Pinkney Lane                  C  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,93940,,1,,Lot: 14 Block: MM Subdivision: CIRCLE C RANCH  PHASE B  SEC 3,10805 PINKNEY LANE,30.18968232,-97.88978241,,,,,
1990-012999 EP,R- 101 Single Family Houses,New,10805 Pinkney Lane                  C  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,93940,,1,,Lot: 14 Block: MM Subdivision: CIRCLE C RANCH  PHASE B  SEC 3,10805 PINKNEY LANE,30.18968232,-97.88978241,,,,,
1990-012999 MP,R- 101 Single Family Houses,New,10805 Pinkney Lane                  C  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,93940,,1,,Lot: 14 Block: MM Subdivision: CIRCLE C RANCH  PHASE B  SEC 3,10805 PINKNEY LANE,30.18968232,-97.88978241,,,,,
1990-012999 PP,R- 101 Single Family Houses,New,10805 Pinkney Lane                  C  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,93940,,1,,Lot: 14 Block: MM Subdivision: CIRCLE C RANCH  PHASE B  SEC 3,10805 PINKNEY LANE,30.18968232,-97.88978241,,,,,
1990-013282 BP,R- 101 Single Family Houses,New,5304 Ashcroft Court                A  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,85540,,1,,Lot: 9 Block:   Subdivision: BECKETT MEADOWS SECTION ONE,5304 ASHCROFT COURT,30.21883522,-97.85771942,,,,,
1990-013282 DS,Res. Driveway & Sidewalk,New,5304 Ashcroft Court                A  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,85540,,,,Lot: 9 Block:   Subdivision: BECKETT MEADOWS SECTION ONE,5304 ASHCROFT COURT,30.21883522,-97.85771942,,,,,
1990-013282 EP,R- 101 Single Family Houses,New,5304 Ashcroft Court                A  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,85540,,1,,Lot: 9 Block:   Subdivision: BECKETT MEADOWS SECTION ONE,5304 ASHCROFT COURT,30.21883522,-97.85771942,,,,,
1990-013282 MP,R- 101 Single Family Houses,New,5304 Ashcroft Court                A  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,85540,,1,,Lot: 9 Block:   Subdivision: BECKETT MEADOWS SECTION ONE,5304 ASHCROFT COURT,30.21883522,-97.85771942,,,,,
1990-013282 PP,R- 101 Single Family Houses,New,5304 Ashcroft Court                A  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,85540,,1,,Lot: 9 Block:   Subdivision: BECKETT MEADOWS SECTION ONE,5304 ASHCROFT COURT,30.21883522,-97.85771942,,,,,
1990-013316 BP,R- 101 Single Family Houses,New,6100 Back Bay Lane                 C  00000,08/31/1990,One Story Residence W/Attached Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,113225,,1,,Lot: 48 Block: EE Subdivision: CIRCLE C RANCH  PHASE B  SEC 3,6100 BACK BAY LANE,30.18675731,-97.89027981,,,,,
