permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1990-002507 BP,C-1000 Commercial Remodel,Remodel,3241 Bee Caves Road                A  00163,11/05/1990,Remodel To Create Coffee Store,Final,,,,,,,,,,,,,,,,,,,,,,,,32000,,1,,,3241 BEE CAVES ROAD,,,,,,,
1990-002507 EP,C-1000 Commercial Remodel,Remodel,3241 Bee Caves Road                A  00163,11/05/1990,Remodel To Create Coffee Store,Final,,,,,,,,,,,,,,,,,,,,,,,,32000,,1,,,3241 BEE CAVES ROAD,,,,,,,
1990-002507 MP,C-1000 Commercial Remodel,Remodel,3241 Bee Caves Road                A  00163,11/05/1990,Remodel To Create Coffee Store,Final,,,,,,,,,,,,,,,,,,,,,,,,32000,,1,,,3241 BEE CAVES ROAD,,,,,,,
1990-002507 PP,C-1000 Commercial Remodel,Remodel,3241 Bee Caves Road                A  00163,11/05/1990,Remodel To Create Coffee Store,Final,,,,,,,,,,,,,,,,,,,,,,,,32000,,1,,,3241 BEE CAVES ROAD,,,,,,,
1990-002562 BP,C-1000 Commercial Remodel,Remodel,12201 Technology Boulevard          A  00140,11/05/1990,Remodel Exist To Create Office/Storage,Final,,,,,,,,,,,PS BUSINESS PARKS LP % PS BUSINESS PARKS INC,,,,,,GLENDALE,CA,91201 2349,,,,,14290,,1,,,12201 TECHNOLOGY BOULEVARD,30.4322912,-97.76001853,,,,,
1990-002562 EP,C-1000 Commercial Remodel,Remodel,12201 Technology Boulevard          A  00140,11/05/1990,Remodel Exist To Create Office/Storage,Final,,,,,,,,,,,PS BUSINESS PARKS LP % PS BUSINESS PARKS INC,,,,,,GLENDALE,CA,91201 2349,,,,,14290,,1,,,12201 TECHNOLOGY BOULEVARD,30.4322912,-97.76001853,,,,,
1990-002562 MP,C-1000 Commercial Remodel,Remodel,12201 Technology Boulevard          A  00140,11/05/1990,Remodel Exist To Create Office/Storage,Final,,,,,,,,,,,PS BUSINESS PARKS LP % PS BUSINESS PARKS INC,,,,,,GLENDALE,CA,91201 2349,,,,,14290,,1,,,12201 TECHNOLOGY BOULEVARD,30.4322912,-97.76001853,,,,,
1990-002562 PP,C-1000 Commercial Remodel,Remodel,12201 Technology Boulevard          A  00140,11/05/1990,Remodel Exist To Create Office/Storage,Final,,,,,,,,,,,PS BUSINESS PARKS LP % PS BUSINESS PARKS INC,,,,,,GLENDALE,CA,91201 2349,,,,,14290,,1,,,12201 TECHNOLOGY BOULEVARD,30.4322912,-97.76001853,,,,,
1990-002812 BP,C-1000 Commercial Remodel,Remodel,1006 Smith Road                    A  00000,11/05/1990,Finish Out City Of Austin Radio Communications,Final,,,,,,,,,,,,,,,,,,,,,,,,30249,,1,,Lot: 1 Block:   Subdivision: CAPITOL BUSINESS PARK,1006 SMITH ROAD,30.25467847,-97.68147137,,,,,
1990-002812 EP,C-1000 Commercial Remodel,Remodel,1006 Smith Road                    A  00000,11/05/1990,Finish Out City Of Austin Radio Communications,Final,,,,,,,,,,,,,,,,,,,,,,,,30249,,1,,Lot: 1 Block:   Subdivision: CAPITOL BUSINESS PARK,1006 SMITH ROAD,30.25467847,-97.68147137,,,,,
1990-002812 MP,C-1000 Commercial Remodel,Remodel,1006 Smith Road                    A  00000,11/05/1990,Finish Out City Of Austin Radio Communications,Final,,,,,,,,,,,,,,,,,,,,,,,,30249,,1,,Lot: 1 Block:   Subdivision: CAPITOL BUSINESS PARK,1006 SMITH ROAD,30.25467847,-97.68147137,,,,,
1990-005142 BP,C-1000 Commercial Remodel,Remodel,4000 Interstate Highway 35 South   A  00900,11/05/1990,Finish Out Office-9th Floor-Tx.Worker Comp Co,Final,,,,,,,,,,,,,,,,,,,,,,,,91000,,1,,Lot: 4 Block: A Subdivision: PERRY ADDITION,4000 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
