permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1990-001716 BP,C-1000 Commercial Remodel,Remodel,6406 Interstate Highway 35 North   A .01301,06/29/1990,Finish Out For Compact Discs Store Expansion,Final,,,,,,,,,,,,,,,,,,,,,,,,25000,,1,,,6406 INTERSTATE HIGHWAY 35 NORTH,,,,,,,
1990-001716 EP,C-1000 Commercial Remodel,Remodel,6406 Interstate Highway 35 North   A .01301,06/29/1990,Finish Out For Compact Discs Store Expansion,Final,,,,,,,,,,,,,,,,,,,,,,,,25000,,1,,,6406 INTERSTATE HIGHWAY 35 NORTH,,,,,,,
1990-001716 MP,C-1000 Commercial Remodel,Remodel,6406 Interstate Highway 35 North   A .01301,06/29/1990,Finish Out For Compact Discs Store Expansion,Final,,,,,,,,,,,,,,,,,,,,,,,,25000,,1,,,6406 INTERSTATE HIGHWAY 35 NORTH,,,,,,,
1990-004391 BP,C-1000 Commercial Remodel,Remodel,8610 Lamar Boulevard North         A .00101,06/29/1990,Remodel Kitchen Exist Supermarket,VOID,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,,8610 LAMAR BOULEVARD NORTH,30.35516113,-97.70365041,,,,,
1990-004391 EP,C-1000 Commercial Remodel,Remodel,8610 Lamar Boulevard North         A .00101,06/29/1990,Remodel Kitchen Exist Supermarket,VOID,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,,8610 LAMAR BOULEVARD NORTH,30.35516113,-97.70365041,,,,,
1990-004391 MP,C-1000 Commercial Remodel,Remodel,8610 Lamar Boulevard North         A .00101,06/29/1990,Remodel Kitchen Exist Supermarket,Final,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,,8610 LAMAR BOULEVARD NORTH,30.35516113,-97.70365041,,,,,
1990-004391 PP,C-1000 Commercial Remodel,Remodel,8610 Lamar Boulevard North         A .00101,06/29/1990,Remodel Kitchen Exist Supermarket,VOID,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,,8610 LAMAR BOULEVARD NORTH,30.35516113,-97.70365041,,,,,
1990-004608 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,7100 Brodie Lane                   A  00000,06/29/1990,Add Awning Over Sidewalk,Final,,,,,,,,,,,BANNOCKBURN BAPTIST CHURCH,,,,,,AUSTIN,TX,78745 5012,,,,,6500,,1,,Lot: 6 Block: A Subdivision: BANNOCKBURN,7100 BRODIE LANE,30.21230617,-97.83224651,,,,,
1990-004608 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,7100 Brodie Lane                   A  00000,06/29/1990,Add Awning Over Sidewalk,Final,,,,,,,,,,,BANNOCKBURN BAPTIST CHURCH,7100,Brodie,LN,,,AUSTIN,TX,78745 5012,(512) 517-6967,,,,6500,,1,,Lot: 6 Block: A Subdivision: BANNOCKBURN,7100 BRODIE LANE,30.21230617,-97.83224651,,,,,
1990-004643 EP,Sign Permit,Remodel,3801 Lamar Boulevard South         A  00000,06/29/1990,Pole Sign For Pro-Med,VOID,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: A Block:   Subdivision: L.W.S. ADDITION NO. 3,3801 LAMAR BOULEVARD SOUTH,30.23803626,-97.78915465,,,,,
1990-004664 BP,C-1000 Commercial Remodel,Remodel,1110  1 Street East                A  00000,06/29/1990,Remodel Laundry Equipment Workshop,VOID,,,,,,,,,,,,,,,,,,,,,,,,8500,,1,,Lot: 8 Block: 4 Subdivision: N. G. SHELLEY SUBDIVISION,1110 1 STREET EAST,30.25270948,-97.75387573,,,,,
1990-004664 MP,C-1000 Commercial Remodel,Remodel,1110  1 Street East                A  00000,06/29/1990,Remodel Laundry Equipment Workshop,VOID,,,,,,,,,,,,,,,,,,,,,,,,8500,,1,,Lot: 8 Block: 4 Subdivision: N. G. SHELLEY SUBDIVISION,1110 1 STREET EAST,30.25270948,-97.75387573,,,,,
1990-004664 PP,C-1000 Commercial Remodel,Remodel,1110  1 Street East                A  00000,06/29/1990,Remodel Laundry Equipment Workshop,VOID,,,,,,,,,,,,,,,,,,,,,,,,8500,,1,,Lot: 8 Block: 4 Subdivision: N. G. SHELLEY SUBDIVISION,1110 1 STREET EAST,30.25270948,-97.75387573,,,,,
