permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1988-007772 BP,C- 322 Service Station & Repair Garage,New,2121 Interstate Highway 35 South   A .00000,10/18/1988,"New-Car Care, Service Station & Canopy",Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,,2121 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
1988-007772 DS,Com. Driveway & Sidewalk,New,2121 Interstate Highway 35 South   A .00000,10/18/1988,"New-Car Care, Service Station & Canopy",Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,,,,2121 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
1988-007772 EP,C- 322 Service Station & Repair Garage,New,2121 Interstate Highway 35 South   A .00000,10/18/1988,"New-Car Care, Service Station & Canopy",Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,,2121 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
1988-007772 MP,C- 322 Service Station & Repair Garage,New,2121 Interstate Highway 35 South   A .00000,10/18/1988,"New-Car Care, Service Station & Canopy",Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,,2121 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
1988-007772 PP,C- 322 Service Station & Repair Garage,New,2121 Interstate Highway 35 South   A .00000,10/18/1988,"New-Car Care, Service Station & Canopy",Final,,,,,,,,,,,,,,,,,,,,,,,,65000,,1,,,2121 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
1988-008060 EP,Sign Permit,,11279 Taylor Draper Lane            A  00000,10/18/1988,Berm Sign For The Renaissance,Final,,,,,,,,,,,HARVEST RENAISSANCE - AUSTIN LLC % HARVEST FACILITY HOLDING LP,,,,,,SALEM,OR,97302 1147,,,,,,,1,,,11279 TAYLOR DRAPER LANE,30.4117494,-97.75237833,,,,,
1988-009226 BP,C- 329 Com Structures Other Than Bldg ,New,11401 Farmhaven Road                A  00000,10/18/1988,New Recreational Swimming Pool,Expired,,,,,,,,,,,,,,,,,,,,,,,,62000,,1,,,11401 FARMHAVEN ROAD,30.35117486,-97.61666651,,,,,
1988-009226 EP,C- 329 Com Structures Other Than Bldg ,New,11401 Farmhaven Road                A  00000,10/18/1988,New Recreational Swimming Pool,Final,,,,,,,,,,,,,,,,,,,,,,,,62000,,1,,,11401 FARMHAVEN ROAD,30.35117486,-97.61666651,,,,,
1988-009226 MP,C- 329 Com Structures Other Than Bldg ,New,11401 Farmhaven Road                A  00000,10/18/1988,New Recreational Swimming Pool,VOID,,,,,,,,,,,,,,,,,,,,,,,,62000,,1,,,11401 FARMHAVEN ROAD,30.35117486,-97.61666651,,,,,
1988-009226 PP,C- 329 Com Structures Other Than Bldg ,New,11401 Farmhaven Road                A  00000,10/18/1988,New Recreational Swimming Pool,VOID,,,,,,,,,,,,,,,,,,,,,,,,62000,,1,,,11401 FARMHAVEN ROAD,30.35117486,-97.61666651,,,,,
1988-010415 BP,C-1000 Commercial Remodel,Remodel,701 Brazos Street                 A  00200,10/18/1988,Remodel Office Space,Final,,,,,,,,,,,,,,,,,,,,,,,,80000,,1,,,701 BRAZOS STREET,30.26900938,-97.74040227,,,,,
1988-010415 EP,C-1000 Commercial Remodel,Remodel,701 Brazos Street                 A  00200,10/18/1988,Remodel Office Space,Final,,,,,,,,,,,,,,,,,,,,,,,,80000,,1,,,701 BRAZOS STREET,30.26900938,-97.74040227,,,,,
1988-010415 MP,C-1000 Commercial Remodel,Remodel,701 Brazos Street                 A  00200,10/18/1988,Remodel Office Space,Final,,,,,,,,,,,,,,,,,,,,,,,,80000,,1,,,701 BRAZOS STREET,30.26900938,-97.74040227,,,,,
1988-013147 EP,Sign Permit,,2901 Capital Of Texas Highway Southa  00000,10/18/1988,Berm Sign For Barton Creek Square,Final,,,,,,,,,,,SIMON PROPERTY GROUP TEXAS L P,,,,,,INDIANAPOLIS,IN,46206 6120,,,,,,,1,,LOT 1 BLK A BARTON CREEK SQUARE,2901 CAPITAL OF TEXAS HIGHWAY SOUTHA 00000,30.2578928,-97.80700989,,,,,
1988-013172 EP,Sign Permit,,6500 Jester Boulevard              A B00000,10/18/1988,Off Premise Berm Sign,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6500 JESTER BOULEVARD,30.36991767,-97.80174746,,,,,
1988-013234 EP,Residential ,Remodel,6105 Pennwood Lane                 A  00000,10/18/1988,Rewire Residence/A/C Changeout,Final,,,,,,,,,,,,,,,,,,,,,,,,1200,,1,,Lot: 30 Block: A Subdivision:  ,6105 PENNWOOD LANE,30.20841824,-97.79775287,,,,,
1988-013234 MP,Residential ,Remodel,6105 Pennwood Lane                 A  00000,10/18/1988,Rewire Residence/A/C Changeout,Final,,,,,,,,,,,,,,,,,,,,,,,,1200,,1,,Lot: 30 Block: A Subdivision:  ,6105 PENNWOOD LANE,30.20841824,-97.79775287,,,,,
1988-013409 BP,C-1000 Commercial Remodel,Remodel,11400 Burnet Road                   A  81509,10/18/1988,Remodel Comf Room-Exist Noncompliance,Final,,,,,,,,,,,,,,,,,,,,,,,,1175,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1988-013409 EP,C-1000 Commercial Remodel,Remodel,11400 Burnet Road                   A  81509,10/18/1988,Remodel Comf Room-Exist Noncompliance,Final,,,,,,,,,,,,,,,,,,,,,,,,1175,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1988-013409 MP,C-1000 Commercial Remodel,Remodel,11400 Burnet Road                   A  81509,10/18/1988,Remodel Comf Room-Exist Noncompliance,Final,,,,,,,,,,,,,,,,,,,,,,,,1175,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1988-013410 BP,C-1000 Commercial Remodel,Remodel,3735 Interstate Highway 35 North   A  00000,10/18/1988,Replace Existing Dispensers (3),VOID,,,,,,,,,,,,,,,,,,,,,,,,7000,,1,,,3735 INTERSTATE HIGHWAY 35 NORTH,,,,,,,
1988-013410 EP,C-1000 Commercial Remodel,Remodel,3735 Interstate Highway 35 North   A  00000,10/18/1988,Replace Existing Dispensers (3),VOID,,,,,,,,,,,,,,,,,,,,,,,,7000,,1,,,3735 INTERSTATE HIGHWAY 35 NORTH,,,,,,,
1988-013410 MP,C-1000 Commercial Remodel,Remodel,3735 Interstate Highway 35 North   A  00000,10/18/1988,Replace Existing Dispensers (3),VOID,,,,,,,,,,,,,,,,,,,,,,,,7000,,1,,,3735 INTERSTATE HIGHWAY 35 NORTH,,,,,,,
1988-013411 BP,R- 435 Renovations/Remodel ,Remodel,2308 Tower Drive                   A  00000,10/18/1988,Repair To The Exist Detached Garage,Expired,,,,,,,,,,,,,,,,,,,,,,,,2000,,1,,LOT 9 & W25 FT OF LOT 10 TARRYTOWN OAKS,2308 TOWER DRIVE,30.29797674,-97.76296823,,,,,
1988-013412 EP,Commercial,Remodel,11400 Burnet Road                   A  80813,10/18/1988,"Install Cable Tray - Blds 060, 061 & Tank Farm",Final,,,,,,,,,,,,,,,,,,,,,,,,17800,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1988-013412 MP,Commercial,Remodel,11400 Burnet Road                   A  80813,10/18/1988,"Install Cable Tray - Blds 060, 061 & Tank Farm",Final,,,,,,,,,,,,,,,,,,,,,,,,17800,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1988-013413 EP,Residential ,Remodel,2801 Cherry Lane                   A  00000,10/18/1988,Furnace Change Out Residence,VOID,,,,,,,,,,,,,,,,,,,,,,,,600,,1,,Lot: 73 Block:   Subdivision:  ,2801 CHERRY LANE,30.29347822,-97.77139885,,,,,
1988-013414 EP,Commercial,Remodel,11400 Burnet Road                   A  81065,10/18/1988,Power For Lab Bldg 045,Final,,,,,,,,,,,,,,,,,,,,,,,,4750,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1988-013414 MP,Commercial,Remodel,11400 Burnet Road                   A  81065,10/18/1988,Power For Lab Bldg 045,Final,,,,,,,,,,,,,,,,,,,,,,,,4750,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1988-013415 EP,Residential ,Remodel,4504 Bull Creek Road               A  00000,10/18/1988,A/C Changeout Residential,Final,,,,,,,,,,,,,,,,,,,,,,,,1800,,1,,Lot: 30 Block: B Subdivision: HIGHLAND PARK,4504 BULL CREEK ROAD,30.32123712,-97.75342192,,,,,
1988-013415 MP,Residential ,Remodel,4504 Bull Creek Road               A  00000,10/18/1988,A/C Changeout Residential,Expired,,,,,,,,,,,,,,,,,,,,,,,,1800,,1,,Lot: 30 Block: B Subdivision: HIGHLAND PARK,4504 BULL CREEK ROAD,30.32123712,-97.75342192,,,,,
1988-013416 PP,Commercial,Remodel,919 32 Street East                A  00000,10/18/1988,Install Sink In Histology Lab,Final,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 1 Block:   Subdivision: ST DAVID\'S COMMUNITY HOSPITAL ADDITION,919 32 STREET EAST,30.29068114,-97.72674476,,,,,
1988-013417 EP,Sign Permit,,2603 Jones Road                    A  00000,10/18/1988,Berm Sign For Englewood Estates Retirement ***,Final,,,,,,,,,,,HARVEST ENGLEWOOD ESTATES LLC % HARVEST FACILITY HOLDINGS LP,,,,,,SALEM,OR,97302 1147,,,,,,,1,,Lot:   Block: B Subdivision:  ,2603 JONES ROAD,30.22412801,-97.80164844,,,,,
1988-013417 EP,Sign Permit,,2603 Jones Road                    A  00000,10/18/1988,Berm Sign For Englewood Estates Retirement ***,Final,,,,,,,,,,,WINTERFELL ENGLEWOOD TX OWNER LLC  NORTHSTAR REALTY FINANCE CORP,,,,,,NEW YORK,NY,10022,,,,,,,1,,Lot:   Block: B Subdivision:  ,2603 JONES ROAD,30.22412801,-97.80164844,,,,,
1988-013418 BP,C-1000 Commercial Remodel,Remodel,11111 Research Boulevard            A B00001,10/18/1988,Tenant Finish/Doctor\'S Office,Final,,,,,,,,,,,,,,,,,,,,,,,,89570,,1,,,11111 RESEARCH BOULEVARD,30.4054451,-97.74440446,,,,,
1988-013418 EP,C-1000 Commercial Remodel,Remodel,11111 Research Boulevard            A B00001,10/18/1988,Tenant Finish/Doctor\'S Office,Final,,,,,,,,,,,,,,,,,,,,,,,,89570,,1,,,11111 RESEARCH BOULEVARD,30.4054451,-97.74440446,,,,,
1988-013418 MP,C-1000 Commercial Remodel,Remodel,11111 Research Boulevard            A B00001,10/18/1988,Tenant Finish/Doctor\'S Office,Final,,,,,,,,,,,,,,,,,,,,,,,,89570,,1,,,11111 RESEARCH BOULEVARD,30.4054451,-97.74440446,,,,,
