permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description
2006-009856 MP,R- 101 Single Family Houses,New,702 W LIVE OAK ST,02/26/2008,New 2 Sty Sf Residence W.Cvd Porch attached garage,Final,"Kenneth Johnson, Ed Johnson A/C & Heating Co.",4906,Creekline,Dr,,,Austin,TX,78745,(512) 448-9130,,,,,,,,,,,,2374,,200000,,1,,Lot: 8 Block: 5 Subdivision: JAMES E. BOULDIN ADDITION SOUTH EXTENSION
2006-015517 DS,Com. Driveway & Sidewalk,New,12565 RIATA VISTA CIR,02/26/2008,"New Construction Shell Administrative /Business Office Building 679 linear feet of 6 foot wide sidewalk. One 55 foot wide driveway approach, that is 6 foot deep from street to ROW. One 41 foot wide approach that is 6 foot deep from street to ROW.",Final,Zapalac/Reed Construction,3600,Capital Of Texas,Hwy,Suite,B-130,Austin,TX,78746,(512) 306-8888,,,,,,,,,,,,,,5000000,,,,
2007-001687 MP,R- 435 Renovations/Remodel,Remodel,1309 DELONEY ST,02/26/2008,"Int Demo Work, Tear Out Paneling. Add Hvac & Ducts/Vents, Upgrade Elec Panel.",Final,"Shahram Jamali, Goodair Mechanical",,,,,,Austin,TX,78766,(512) 371-0100,,,,,,,,,,,,,,9500,0,1,,Lot: 31 Block: 1 Subdivision: CHERNOSKY SUBDN NO 9
2007-107015 EP,R- 435 Renovations/Remodel,Remodel,1309 DELONEY ST,02/26/2008,Convert exst carport to living room/den area.,Final,"Octavio Herrera, Town & Country Electric",7448,Pusch Ridge,Loop,,,Austin,TX,78749-2460,(512) 444-3799,,,,,,,,,,,,,,,330,1,0,Lot: 31 Block: 1 Subdivision: CHERNOSKY SUBDN NO 9
2007-114620 PP,R- 329 Res Structures Other Than Bldg,New,6007 MESA DR,02/26/2008,New inground swimming pool and spa w/ reqd enclosure device for sf res,Final,"Royce Vernon, Etc Plumbing, Inc.",12130,PECAN,ST,,,AUSTIN,TX,78727,(512) 258-3088,ROSAS BENJAMIN & THERESA,,,,,,AUSTIN,TX,78750 8367,,,600,,,,0,0,LOT 2 BLK A ROSAS SUBD
2007-144195 BP,R- 645 Demolition One Family Homes,Demolition,4523 DEPEW AVE,02/26/2008,Demolish a ca. 1953 Single-Family Residence.,VOID,DAR Construction,,,,,,AUSTIN,TX,78714-2028,(512) 453-4646,,,,,,,,,,,1600,,,5000,,0,0,Lot: 12 Block: Subdivision: RIDGETOP ANNEX (A RESUB OF BLOCK NO. 1)
2007-146400 MP,R- 101 Single Family Houses,New,10811 CENTENNIAL TRL,02/26/2008,"new two story sf res with att gar, cov'rd porches, cov'rd patios, breezeway & guest house all under one roof",Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,6683,,,,1,0,
2007-152721 DS,Res. Driveway & Sidewalk,New,9604 SPANISH WELLS DR,02/26/2008,"New 2 story sf res. att garage, covd patio, covd porch.",Final,"KEVIN LEATHERMAN , KRM Concrete & Construction, Inc.",,,,,,HUTTO,TX,78634,(512) 252-1085,,,,,,,,,,,,,,,,,0,
2007-152929 MP,R- 434 Addition & Alterations,Addition,1501 TRAVIS HEIGHTS BLVD,02/26/2008,Addn of a detached workshop and a guest house,Final,"Thomas Ehrlich, Ehrlich Mechanical",,,,,,Pflugerville,TX,78691,(512) 346-3774,,,,,,,,,,,3495.85,1064.96,,,,1,0,Lot: 12 Block: 31 Subdivision:
2007-156563 MP,R- 101 Single Family Houses,New,7436 BRECOURT MANOR WAY,02/26/2008,"New 2-story single-family residence, attached garage, covered porch.",Final,"Daniel Ramsey, Evenaire, LLC",21424,Martin,LN,,,Pflugerville,TX,78660,(512) 990-2300,,,,,,,,,,,,3432,,,,1,0,LOT 27 BLK B LACROSSE SUBD SEC 2
2007-156971 EP,C-1000 Commercial Remodel,Remodel,5105 E STASSNEY LN,02/26/2008,Exterior remodel to existing canopies to existng restaurant.,Final,"Robert Neuse, IES Commercial Inc.",5320,George Cooper,RD,,,SAN ANTONIO,TX,78247,(210) 735-9111,SONIC DEVELOPMENT OF CENTRAL TEXAS,,,,,,OKLAHOMA CITY,OK,73123 1775,,,,,,1872,1,0,Lot: 3 Block: A Subdivision:
2007-157601 EP,R- 435 Renovations/Remodel,Remodel,3507 SCENIC HILLS DR,02/26/2008,"replace aluminum wiring, update electrical and repair sheetrock. moving and installing plumbing lines. 2-25-08 JFG, replace windows and doors as required, build new interior walls, repair existing interior walls as required.",Final,"Fred Hoskins, Hoskins Electric Co.",414,Thompson,LN,,,Austin,TX,78742,(512) 385-8831,WALKER MARY JANE DOCKERY,,,,,,AUSTIN,TX,78703 1044,,,,,,0,1,0,LOT 3 SCENIC HILLS ESTATES
2007-158071 DS,Res. Driveway & Sidewalk,New,7812 JOURNEYVILLE DR,02/26/2008,"Install res. driveway approach & sidewalk**jc New 2-story single-family residence, attached garage, covered porch and patio, uncovered wood deck. **VOL BUILD PROJECT**",Final,Danze Concrete Inc.,1104,Mays,ST,Suite,118,ROUND ROCK,TX,78664-6700,(512) 837-9677,,,,,,,,,,,,,,,,,0,Lot: 3 Block: C Subdivision: LANTANA SECTION 4
2007-160638 EP,R- 101 Single Family Houses,New,12508 ALCANZA DR,02/26/2008,"New 2-story single-family residence, attached garage, covered porch and patio.**stratus bank**only building waived*not trades**",Final,"Fred Hoskins, Hoskins Electric Co.",414,Thompson,LN,,,Austin,TX,78742,(512) 385-8831,,,,,,,,,,,,4955,,,,1,0,"Lot: 17 Block: N Subdivision: MERIDIAN SECTION D, PHASE 2"
2007-160731 EP,R- 101 Single Family Houses,New,12316 TERRANOVA CV,02/26/2008,"New 2-story single-family residence, attached garage, covered porch and patio.**stratus bank**only building waived*not trades**",Final,"Fred Hoskins, Hoskins Electric Co.",414,Thompson,LN,,,Austin,TX,78742,(512) 385-8831,,,,,,,,,,,,4955,,,,1,0,"Lot: 17 Block: P Subdivision: MERIDIAN SECTION D, PHASE 2"
2007-162515 EP,R- 329 Res Structures Other Than Bldg,New,4814 CITY PARK RD,02/26/2008,new swimming pool & spa (Refer to#2007 112195 R),Final,"Hal Lemons, HAL LEMONS ELECTRIC",2803,Harley Hill,DR,,,austin,TX,78745,(512) 785-0400,,,,,,,,,,,,746,,,,1,0,
2007-162549 EP,R- 101 Single Family Houses,New,3304 BLUE JAY LN,02/26/2008,new 2 story sf res w att garage and cov porch/patio,Final,"Fred Hoskins, Hoskins Electric Co.",414,Thompson,LN,,,Austin,TX,78742,(512) 385-8831,PUNTA VISTA TEJAS LLC,,,,,,MANCHACA,TX,78652,,,4340,,,,1,0,LOT 3 BLK 2 HIDDEN VALLEY SEC NO 1
