permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1989-005758 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,4711 Santa Anna Street             A  00000,07/28/1989,Addition To Existing Church,Expired,,,,,,,,,,,,,,,,,,,,,,,,1500,,1,,Lot: 2 Block: 1 Subdivision: CHERNOSKY SUBDN NO 8,4711 SANTA ANNA STREET,30.27483333,-97.68759592,,,,,
1989-005758 EP,"C- 437 Addn, Alter, Convn-NonRes",Addition,4711 Santa Anna Street             A  00000,07/28/1989,Addition To Existing Church,VOID,,,,,,,,,,,,,,,,,,,,,,,,1500,,1,,Lot: 2 Block: 1 Subdivision: CHERNOSKY SUBDN NO 8,4711 SANTA ANNA STREET,30.27483333,-97.68759592,,,,,
1989-005758 MP,"C- 437 Addn, Alter, Convn-NonRes",Addition,4711 Santa Anna Street             A  00000,07/28/1989,Addition To Existing Church,VOID,,,,,,,,,,,,,,,,,,,,,,,,1500,,1,,Lot: 2 Block: 1 Subdivision: CHERNOSKY SUBDN NO 8,4711 SANTA ANNA STREET,30.27483333,-97.68759592,,,,,
1989-011788 BP,C-1000 Commercial Remodel,Remodel,5912 Balcones Drive                A  00100,07/28/1989,New Therapy Pool For Sportcare -- Interior,VOID,,,,,,,,,,,R C REALTY LP,,,,,,AUSTIN,TX,78731 4289,,,,,10000,,1,,,5912 BALCONES DRIVE,30.34187018,-97.7546514,,,,,
1989-011788 EP,C-1000 Commercial Remodel,Remodel,5912 Balcones Drive                A  00100,07/28/1989,New Therapy Pool For Sportcare -- Interior,Final,,,,,,,,,,,R C REALTY LP,,,,,,AUSTIN,TX,78731 4289,,,,,10000,,1,,,5912 BALCONES DRIVE,30.34187018,-97.7546514,,,,,
1989-011788 MP,C-1000 Commercial Remodel,Remodel,5912 Balcones Drive                A  00100,07/28/1989,New Therapy Pool For Sportcare -- Interior,VOID,,,,,,,,,,,R C REALTY LP,,,,,,AUSTIN,TX,78731 4289,,,,,10000,,1,,,5912 BALCONES DRIVE,30.34187018,-97.7546514,,,,,
1989-011788 PP,C-1000 Commercial Remodel,Remodel,5912 Balcones Drive                A  00100,07/28/1989,New Therapy Pool For Sportcare -- Interior,VOID,,,,,,,,,,,R C REALTY LP,,,,,,AUSTIN,TX,78731 4289,,,,,10000,,1,,,5912 BALCONES DRIVE,30.34187018,-97.7546514,,,,,
1989-011935 BP,C-1000 Commercial Remodel,Remodel,8440 Burnet Road                   A  00000,07/28/1989,Awning For Lone Star Cafe,VOID,,,,,,,,,,,W M INVESTMENTS NO FOUR SPECTR NO FOUR SPECTRUM,,,,,,AUSTIN,TX,78757 8066,,,,,6000,,1,,,8440 BURNET ROAD,30.36658319,-97.72870848,,,,,
1989-011991 BP,R- 101 Single Family Houses,New,3656 Ranch Creek Drive             C  00000,07/28/1989,One Story Res W/Att Garage & 2nd Floor Study,Final,,,,,,,,,,,,,,,,,,,,,,,,122570,,1,,,3656 RANCH CREEK DRIVE,30.35183191,-97.84698774,,,,,
1989-011991 DS,Res. Driveway & Sidewalk,New,3656 Ranch Creek Drive             C  00000,07/28/1989,One Story Res W/Att Garage & 2nd Floor Study,Final,,,,,,,,,,,,,,,,,,,,,,,,122570,,,,,3656 RANCH CREEK DRIVE,30.35183191,-97.84698774,,,,,
1989-011991 EP,R- 101 Single Family Houses,New,3656 Ranch Creek Drive             C  00000,07/28/1989,One Story Res W/Att Garage & 2nd Floor Study,Final,,,,,,,,,,,,,,,,,,,,,,,,122570,,1,,,3656 RANCH CREEK DRIVE,30.35183191,-97.84698774,,,,,
1989-011991 MP,R- 101 Single Family Houses,New,3656 Ranch Creek Drive             C  00000,07/28/1989,One Story Res W/Att Garage & 2nd Floor Study,Final,,,,,,,,,,,,,,,,,,,,,,,,122570,,1,,,3656 RANCH CREEK DRIVE,30.35183191,-97.84698774,,,,,
1989-011991 PP,R- 101 Single Family Houses,New,3656 Ranch Creek Drive             C  00000,07/28/1989,One Story Res W/Att Garage & 2nd Floor Study,Final,,,,,,,,,,,,,,,,,,,,,,,,122570,,1,,,3656 RANCH CREEK DRIVE,30.35183191,-97.84698774,,,,,
1989-014315 EP,Commercial,Remodel,11400 Burnet Road                   A  90674,07/28/1989,Reconfigurate Spencer Vacs & Hyd Units Bldg 60,Final,,,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1989-014315 MP,Commercial,Remodel,11400 Burnet Road                   A  90674,07/28/1989,Reconfigurate Spencer Vacs & Hyd Units Bldg 60,Final,,,,,,,,,,,,,,,,,,,,,,,,20000,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1989-014316 EP,Commercial,Remodel,7601 Burnet Road                   A C00000,07/28/1989,Grouping Electric Meters,Final,,,,,,,,,,,ROMAN CATHOLIC DIOCESE OF AUSTIN TEXAS,,,,,,AUSTIN,TX,78711 3327,,,,,1700,,1,,,7601 BURNET ROAD,30.35271925,-97.73199253,,,,,
1989-014316 MP,Commercial,Remodel,7601 Burnet Road                   A C00000,07/28/1989,Grouping Electric Meters,Final,,,,,,,,,,,ROMAN CATHOLIC DIOCESE OF AUSTIN TEXAS,,,,,,AUSTIN,TX,78711 3327,,,,,1700,,1,,,7601 BURNET ROAD,30.35271925,-97.73199253,,,,,
1989-014319 PP,Residential ,Remodel,8149 Forest Mesa Drive             A  00000,07/28/1989,Irrigation System Residential,Final,,,,,,,,,,,,,,,,,,,,,,,,3000,,1,,,8149 FOREST MESA DRIVE,30.37039713,-97.74701753,,,,,
1989-014322 EP,Residential ,Remodel,3508 Adelphi Lane                  A  00000,07/28/1989,Complete Changeout Residential,Expired,,,,,,,,,,,,,,,,,,,,,,,,4495,,1,,,3508 ADELPHI LANE,30.42132518,-97.71310601,,,,,
