permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1989-001579 EP,Sign Permit,,618  6 Street West                A  00000,11/01/1989,Building Sign For Top Of The Marc,Final,,,,,,,,,,,WC 6TH & RIO GRANDE LP # 3,,,,,,WEST LAKE HILLS,TX,78746 7175,,,,,,,1,,W 60 FT OF LOT 1 BLOCK 075 ORIGINAL CITY,618 6 STREET WEST,30.27002458,-97.74929988,,,,,
1989-001583 EP,Sign Permit,,7800 Burnet Road                   A  00000,11/01/1989,Building Sign For Northcross Mall,Final,,,,,,,,,,,NORTHCROSS PROPERTY LLC,,,,,,FORT WORTH,TX,76102 4140,,,,,,,1,,,7800 BURNET ROAD,30.35490546,-97.7321013,,,,,
1989-004055 EP,Sign Permit,,7800 Burnet Road                   A  00000,11/01/1989,Berm Sign For Northcross Mall,Final,,,,,,,,,,,NORTHCROSS PROPERTY LLC,,,,,,FORT WORTH,TX,76102 4140,,,,,,,1,,,7800 BURNET ROAD,30.35490546,-97.7321013,,,,,
1989-004056 EP,Sign Permit,,7800 Burnet Road                   A  00000,11/01/1989,Pole Sign For Northcross Mall,Final,,,,,,,,,,,NORTHCROSS PROPERTY LLC,,,,,,FORT WORTH,TX,76102 4140,,,,,,,1,,,7800 BURNET ROAD,30.35490546,-97.7321013,,,,,
1989-004239 EP,Sign Permit,,12400 Amherst Drive                 A  00000,11/01/1989,Building Sign For Mr Grocer,Final,,,,,,,,,,,JYM INVESTMENT GROUP,,,,,,AUSTIN,TX,78734 0023,,,,,,,1,,,12400 AMHERST DRIVE,30.42137845,-97.71652569,,,,,
1989-006591 BP,C-1000 Commercial Remodel,Remodel,11400 Burnet Road                   A  90866,11/01/1989,Remodel Fast Lane Process Area (Existing Non-,VOID,,,,,,,,,,,,,,,,,,,,,,,,353800,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1989-006591 EP,C-1000 Commercial Remodel,Remodel,11400 Burnet Road                   A  90866,11/01/1989,Remodel Fast Lane Process Area (Existing Non-,Final,,,,,,,,,,,,,,,,,,,,,,,,353800,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1989-006591 MP,C-1000 Commercial Remodel,Remodel,11400 Burnet Road                   A  90866,11/01/1989,Remodel Fast Lane Process Area (Existing Non-,Final,,,,,,,,,,,,,,,,,,,,,,,,353800,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1989-006591 PP,C-1000 Commercial Remodel,Remodel,11400 Burnet Road                   A  90866,11/01/1989,Remodel Fast Lane Process Area (Existing Non-,VOID,,,,,,,,,,,,,,,,,,,,,,,,353800,,1,,,11400 BURNET ROAD,30.39397776,-97.72417239,,,,,
1989-006954 EP,Sign Permit,,6121 Interstate Highway 35 North   A  00000,11/01/1989,Reface Exist Pole Sign For Red Lion,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6121 INTERSTATE HIGHWAY 35 NORTH,,,,,,,
