permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1987-000013 BP,C-1000 Commercial Remodel,Remodel,111 Congress Avenue               A  01800,02/10/1987,Tenant Finish For Law Office,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,LOT 1-12 BLOCK 006 ORIGINAL CITY PLUS PT VAC ALLEY PLUS S PT OF VAC ALLEY (TOTAL SQ FT 94003),111 CONGRESS AVENUE,30.26374498,-97.74365422,,,,,
1987-000013 EP,C-1000 Commercial Remodel,Remodel,111 Congress Avenue               A  01800,02/10/1987,Tenant Finish For Law Office,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,LOT 1-12 BLOCK 006 ORIGINAL CITY PLUS PT VAC ALLEY PLUS S PT OF VAC ALLEY (TOTAL SQ FT 94003),111 CONGRESS AVENUE,30.26374498,-97.74365422,,,,,
1987-000013 MP,C-1000 Commercial Remodel,Remodel,111 Congress Avenue               A  01800,02/10/1987,Tenant Finish For Law Office,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,LOT 1-12 BLOCK 006 ORIGINAL CITY PLUS PT VAC ALLEY PLUS S PT OF VAC ALLEY (TOTAL SQ FT 94003),111 CONGRESS AVENUE,30.26374498,-97.74365422,,,,,
1987-000013 PP,C-1000 Commercial Remodel,Remodel,111 Congress Avenue               A  01800,02/10/1987,Tenant Finish For Law Office,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,LOT 1-12 BLOCK 006 ORIGINAL CITY PLUS PT VAC ALLEY PLUS S PT OF VAC ALLEY (TOTAL SQ FT 94003),111 CONGRESS AVENUE,30.26374498,-97.74365422,,,,,
1987-000250 BP,C-1000 Commercial Remodel,Remodel,2801 Guadalupe Street              A .00003,02/10/1987,Remodel To Create A Restaurant Unit 3&4,Final,,,,,,,,,,,,,,,,,,,,,,,,6900,,1,,LOT 3-4 * LESS W 7.5FT BLK 1 OLT 14 DIV D FRUTH ADDN,2801 GUADALUPE STREET,30.29373975,-97.74172588,,,,,
1987-000250 PP,C-1000 Commercial Remodel,Remodel,2801 Guadalupe Street              A .00003,02/10/1987,Remodel To Create A Restaurant Unit 3&4,Final,,,,,,,,,,,,,,,,,,,,,,,,6900,,1,,LOT 3-4 * LESS W 7.5FT BLK 1 OLT 14 DIV D FRUTH ADDN,2801 GUADALUPE STREET,30.29373975,-97.74172588,,,,,
1987-000268 BP,C-1000 Commercial Remodel,Remodel,3755 Capital Of Texas Highway Southa  00179,02/10/1987,Finish Out For Keller-Williams Realtors,Final,,,,,,,,,,,,,,,,,,,,,,,,56403,,1,,LOT 1 BARTON CREEK PLAZA TRACT D,3755 CAPITAL OF TEXAS HIGHWAY SOUTHA 00179,30.24308065,-97.80019487,,,,,
1987-000268 EP,C-1000 Commercial Remodel,Remodel,3755 Capital Of Texas Highway Southa  00179,02/10/1987,Finish Out For Keller-Williams Realtors,Final,,,,,,,,,,,,,,,,,,,,,,,,56403,,1,,LOT 1 BARTON CREEK PLAZA TRACT D,3755 CAPITAL OF TEXAS HIGHWAY SOUTHA 00179,30.24308065,-97.80019487,,,,,
1987-000268 MP,C-1000 Commercial Remodel,Remodel,3755 Capital Of Texas Highway Southa  00179,02/10/1987,Finish Out For Keller-Williams Realtors,Final,,,,,,,,,,,,,,,,,,,,,,,,56403,,1,,LOT 1 BARTON CREEK PLAZA TRACT D,3755 CAPITAL OF TEXAS HIGHWAY SOUTHA 00179,30.24308065,-97.80019487,,,,,
1987-000268 PP,C-1000 Commercial Remodel,Remodel,3755 Capital Of Texas Highway Southa  00179,02/10/1987,Finish Out For Keller-Williams Realtors,Final,,,,,,,,,,,,,,,,,,,,,,,,56403,,1,,LOT 1 BARTON CREEK PLAZA TRACT D,3755 CAPITAL OF TEXAS HIGHWAY SOUTHA 00179,30.24308065,-97.80019487,,,,,
1987-000675 BP,C-1000 Commercial Remodel,Remodel,7800 Mo-Pac Expressway North       A  00000,02/10/1987,Remodel Existing Bank,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,10204,,1,,,7800 MO-PAC EXPRESSWAY NORTH,30.36215273,-97.74590548,,,,,
1987-000675 EP,C-1000 Commercial Remodel,Remodel,7800 Mo-Pac Expressway North       A  00000,02/10/1987,Remodel Existing Bank,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,10204,,1,,,7800 MO-PAC EXPRESSWAY NORTH,30.36215273,-97.74590548,,,,,
1987-000675 MP,C-1000 Commercial Remodel,Remodel,7800 Mo-Pac Expressway North       A  00000,02/10/1987,Remodel Existing Bank,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,10204,,1,,,7800 MO-PAC EXPRESSWAY NORTH,30.36215273,-97.74590548,,,,,
1987-000691 EP,Sign Permit,Freestanding,7301 Burnet Road                   A .00000,02/10/1987,Building Sign Centennial Center,VOID,,,,,,,,,,,PBII-BURNET #1 LP,,,,,,AUSTIN,TX,78731 6200,,,,,,,1,,,7301 BURNET ROAD,30.3485988,-97.73522708,,,,,
1987-000732 EP,Residential ,Remodel,3126 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 22 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3126 FESTUS DRIVE,30.16532512,-97.85427591,,,,,
1987-000732 MP,Residential ,Remodel,3126 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 22 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3126 FESTUS DRIVE,30.16532512,-97.85427591,,,,,
1987-000732 PP,Residential ,Remodel,3126 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 22 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3126 FESTUS DRIVE,30.16532512,-97.85427591,,,,,
1987-000735 EP,Residential ,Remodel,3200 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 20 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3200 FESTUS DRIVE,30.16519775,-97.85463772,,,,,
1987-000735 MP,Residential ,Remodel,3200 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 20 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3200 FESTUS DRIVE,30.16519775,-97.85463772,,,,,
1987-000735 PP,Residential ,Remodel,3200 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 20 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3200 FESTUS DRIVE,30.16519775,-97.85463772,,,,,
1987-000736 EP,Residential ,Remodel,3208 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 16 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3208 FESTUS DRIVE,30.16519648,-97.85542428,,,,,
1987-000736 MP,Residential ,Remodel,3208 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 16 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3208 FESTUS DRIVE,30.16519648,-97.85542428,,,,,
1987-000736 PP,Residential ,Remodel,3208 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 16 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3208 FESTUS DRIVE,30.16519648,-97.85542428,,,,,
1987-000737 EP,Residential ,Remodel,3210 Festus Drive                  C  00000,02/10/1987,New Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 15 Block: A Subdivision: SHADY HOLLOW SEC 6 PH A,3210 FESTUS DRIVE,30.16522752,-97.85560706,,,,,
