permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1987-016462 BP,C-1000 Commercial Remodel,Remodel,7800 Mo-Pac Expressway North       A  00250,10/29/1987,Tenant Finish-Dentist Office,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,61228,,1,,,7800 MO-PAC EXPRESSWAY NORTH,30.36215273,-97.74590548,,,,,
1987-016462 EP,C-1000 Commercial Remodel,Remodel,7800 Mo-Pac Expressway North       A  00250,10/29/1987,Tenant Finish-Dentist Office,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,61228,,1,,,7800 MO-PAC EXPRESSWAY NORTH,30.36215273,-97.74590548,,,,,
1987-016462 MP,C-1000 Commercial Remodel,Remodel,7800 Mo-Pac Expressway North       A  00250,10/29/1987,Tenant Finish-Dentist Office,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,61228,,1,,,7800 MO-PAC EXPRESSWAY NORTH,30.36215273,-97.74590548,,,,,
1987-016462 PP,C-1000 Commercial Remodel,Remodel,7800 Mo-Pac Expressway North       A  00250,10/29/1987,Tenant Finish-Dentist Office,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,61228,,1,,,7800 MO-PAC EXPRESSWAY NORTH,30.36215273,-97.74590548,,,,,
1987-016775 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,5900 Cameron Road                  A .00000,10/29/1987,Addition-Exist Bldg-Church & Day School Rooms,Final,,,,,,,,,,,,,,,,,,,,,,,,54928,,1,,"Lot: 32A Block:   Subdivision: DUVAL HEIGHTS, RESUBDIVISION OF LOTS 32 AND 33",5900 CAMERON ROAD,30.31708061,-97.70035776,,,,,
1987-016775 EP,"C- 437 Addn, Alter, Convn-NonRes",Addition,5900 Cameron Road                  A .00000,10/29/1987,Addition-Exist Bldg-Church & Day School Rooms,Final,,,,,,,,,,,,,,,,,,,,,,,,54928,,1,,"Lot: 32A Block:   Subdivision: DUVAL HEIGHTS, RESUBDIVISION OF LOTS 32 AND 33",5900 CAMERON ROAD,30.31708061,-97.70035776,,,,,
1987-016775 MP,"C- 437 Addn, Alter, Convn-NonRes",Addition,5900 Cameron Road                  A .00000,10/29/1987,Addition-Exist Bldg-Church & Day School Rooms,Final,,,,,,,,,,,,,,,,,,,,,,,,54928,,1,,"Lot: 32A Block:   Subdivision: DUVAL HEIGHTS, RESUBDIVISION OF LOTS 32 AND 33",5900 CAMERON ROAD,30.31708061,-97.70035776,,,,,
1987-016775 PP,"C- 437 Addn, Alter, Convn-NonRes",Addition,5900 Cameron Road                  A .00000,10/29/1987,Addition-Exist Bldg-Church & Day School Rooms,Final,,,,,,,,,,,,,,,,,,,,,,,,54928,,1,,"Lot: 32A Block:   Subdivision: DUVAL HEIGHTS, RESUBDIVISION OF LOTS 32 AND 33",5900 CAMERON ROAD,30.31708061,-97.70035776,,,,,
1987-017141 EP,Sign Permit,,1023 Stassney Lane West            A  00000,10/29/1987,Building Sign For Dunkin Donuts,VOID,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1023 STASSNEY LANE WEST,30.21048725,-97.78702523,,,,,
1987-017143 EP,Sign Permit,,1023 Stassney Lane West            A  00000,10/29/1987,Pole Sign For Dunkin Donuts,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1023 STASSNEY LANE WEST,30.21048725,-97.78702523,,,,,
