permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1987-008822 BP,C- 329 Com Structures Other Than Bldg ,New,4310 James Casey Street            A  00000,06/29/1987,Fence 8\' High,Final,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 1 Block: A Subdivision: JAMES CASEY GARDEN MEDICAL CENTER,4310 JAMES CASEY STREET,30.22437304,-97.77556061,,,,,
1987-009156 BP,C-1000 Commercial Remodel,Remodel,2003 Riverside Drive East          A .00000,06/29/1987,Remodel Night Club -- Jeremiah\'S,Final,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,LOT 11D SECOND RESUB OF COLORADO HILLS ESTATES SEC 5 & LOT B COLORADO HILLS ESTATES SEC 5 AMND PLT LTS 11B-11C 1ST RESB,2003 RIVERSIDE DRIVE EAST,30.2408929,-97.72889132,,,,,
1987-009156 EP,C-1000 Commercial Remodel,Remodel,2003 Riverside Drive East          A .00000,06/29/1987,Remodel Night Club -- Jeremiah\'S,Final,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,LOT 11D SECOND RESUB OF COLORADO HILLS ESTATES SEC 5 & LOT B COLORADO HILLS ESTATES SEC 5 AMND PLT LTS 11B-11C 1ST RESB,2003 RIVERSIDE DRIVE EAST,30.2408929,-97.72889132,,,,,
1987-009156 MP,C-1000 Commercial Remodel,Remodel,2003 Riverside Drive East          A .00000,06/29/1987,Remodel Night Club -- Jeremiah\'S,Final,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,LOT 11D SECOND RESUB OF COLORADO HILLS ESTATES SEC 5 & LOT B COLORADO HILLS ESTATES SEC 5 AMND PLT LTS 11B-11C 1ST RESB,2003 RIVERSIDE DRIVE EAST,30.2408929,-97.72889132,,,,,
1987-009156 PP,C-1000 Commercial Remodel,Remodel,2003 Riverside Drive East          A .00000,06/29/1987,Remodel Night Club -- Jeremiah\'S,Final,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,LOT 11D SECOND RESUB OF COLORADO HILLS ESTATES SEC 5 & LOT B COLORADO HILLS ESTATES SEC 5 AMND PLT LTS 11B-11C 1ST RESB,2003 RIVERSIDE DRIVE EAST,30.2408929,-97.72889132,,,,,
1987-009481 BP,C-1000 Commercial Remodel,Remodel,11500 Metric Boulevard              A  00210,06/29/1987,Tenant Finish General Office(Profitmaster),Final,,,,,,,,,,,,,,,,,,,,,,,,26150,,1,,,11500 METRIC BOULEVARD,30.39458428,-97.70804334,,,,,
1987-009481 EP,C-1000 Commercial Remodel,Remodel,11500 Metric Boulevard              A  00210,06/29/1987,Tenant Finish General Office(Profitmaster),Final,,,,,,,,,,,,,,,,,,,,,,,,26150,,1,,,11500 METRIC BOULEVARD,30.39458428,-97.70804334,,,,,
1987-009481 MP,C-1000 Commercial Remodel,Remodel,11500 Metric Boulevard              A  00210,06/29/1987,Tenant Finish General Office(Profitmaster),Final,,,,,,,,,,,,,,,,,,,,,,,,26150,,1,,,11500 METRIC BOULEVARD,30.39458428,-97.70804334,,,,,
1987-009481 PP,C-1000 Commercial Remodel,Remodel,11500 Metric Boulevard              A  00210,06/29/1987,Tenant Finish General Office(Profitmaster),Final,,,,,,,,,,,,,,,,,,,,,,,,26150,,1,,,11500 METRIC BOULEVARD,30.39458428,-97.70804334,,,,,
1987-009488 BP,C-1000 Commercial Remodel,Remodel,3720 Far West Boulevard            A I00107,06/29/1987,Remodel For Dry Cleaning Plant,Final,,,,,,,,,,,,,,,,,,,,,,,,10500,,1,,,3720 FAR WEST BOULEVARD,30.35577538,-97.75708634,,,,,
