permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,lat,lng
2010-024844 MP,C- 104 Three & Four Family Bldgs,New,3101 DAVIS LN BLDG 72,10/25/2012,New Multi-Family Residential Triplexes w/Garage,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,5636,,,,3,0,,30.1901382,-97.83530847
2010-024846 MP,C- 104 Three & Four Family Bldgs,New,3101 DAVIS LN BLDG 74,10/25/2012,New Multi-Family Residential Triplexes w/Garage,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,5636,,,,3,0,,30.1901382,-97.83530847
2010-102289 MP,C- 104 Three & Four Family Bldgs,New,14001 AVERY RANCH BLVD BLDG 12,10/25/2012,New Multi-Family Fourplex Townhomes,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,9508,,,,4,0,,30.49373694,-97.7910672
2011-008440 PP,R- 329 Res Structures Other Than Bldg,New,111 BIRNAM WOOD CT,10/25/2012,new inground swimming pool and spa with required enclosure device for sf res,Final,"George Marshall, Marshall Plumbing",615,Powell,LN,Unit,A,AUSTIN,TX,78753,(512) 458-9451,,,,,,,,,,,,678,,,,1,0,Lot: 8 Block: A Subdivision: STRATFORD HILLS SUBDIVISION SECTION III,30.28500953,-97.79266914
2012-003839 BP,C-1000 Commercial Remodel,Remodel,85 1/2 TRINITY ST,10/25/2012,Install WIFI Antennas to existing Telecommunications Tower,Final,Jeff Neill Construction,5751,FM 482,,,,New Braunfels,TX,78132,(830) 626-3744,,,,,,,,,,,,,8000,,100,0,0,Lot: 1 Block: Subdivision: OUTLOT 183 DIVISION E,30.26182249,-97.74113162
2012-017971 MP,C- 101 Single Family Houses,New,9301 SWEETGUM DR,10/25/2012,New 2stry condo w/attached garage & cov/patio-porch,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2193,,,,0,0,,30.17723689,-97.81667708
2012-023919 MP,C- 101 Single Family Houses,New,9205 SWEETGUM DR,10/25/2012,New 2stry condo w/attached garage covered patio-porch,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2185,,,,1,0,,30.17783356,-97.81668401
2012-035480 MP,R- 101 Single Family Houses,New,10813 WORN SOLE DR,10/25/2012,"New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Final,"Kirt Lamontagne, Christianson Plumbing & Air Co",1950,Louis Henna,BLVD,,,Round Rock,TX,78664,(512) 246-5200,,,,,,,,,,,,2167,,,,1,0,LOT 22 BLK E PIONEER CROSSING WEST SEC 9A,30.36706855,-97.65380328
2012-040671 MP,R- 101 Single Family Houses,New,12508 PALOMA BLANCA WAY,10/25/2012,"New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2130,,,,1,0,Lot: 23 Block: G Subdivision: LOS CIELOS SEC 3,30.16791285,-97.62810276
2012-040759 MP,R- 101 Single Family Houses,New,12420 PALOMA BLANCA WAY,10/25/2012,"New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2209,,,,1,0,Lot: 28 Block: G Subdivision: LOS CIELOS SEC 3,30.16820398,-97.62863752
2012-040878 MP,R- 101 Single Family Houses,New,12428 PALOMA BLANCA WAY,10/25/2012,"New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2135,,,,1,0,LOT 26 BLK G LOS CIELOS SEC 3,30.16808018,-97.62841518
2012-046029 DS,Res. Driveway & Sidewalk,New,2025 E 2ND ST,10/25/2012,Construct new driveway approach from alley. Construct walkway from existing sidewalk to residence. Sidewalk in ROW is existing.**nmt Demo detached shed - partial demo of existing structure to add 1300 sq ft with a 2nd story to the rear and add detached garage. ROW sidewalk requried per ordinance 20080214-096,Final,"Augustin R Ramirez, Azavache Concrete",301,Windy Hill,Road,,,Georgetown,TX,78626,(512) 845-3188,CASTRO RAYMOND ETAL,,,,,,LUBBOCK,TX,79403 4623,,,,,,,,0,LOT 12 BLK 3 OLT 23&24 DIV O FAIR GROUNDS ADDN,30.2568429,-97.72149742
2012-048131 MP,R- 101 Single Family Houses,New,12500 PALOMA BLANCA WAY,10/25/2012,"New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2204,,,,1,0,LOT 25 BLK G LOS CIELOS SEC 3,30.16802712,-97.62829512
2012-055886 DS,Res. Driveway & Sidewalk,New,12520 BISMARK DR,10/25/2012,"Construct new sidewalk and driveway approach.**nmt New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Final,Danze Concrete Inc.,1104,Mays,ST,Suite,118,ROUND ROCK,TX,78664-6700,(512) 837-9677,,,,,,,,,,,,,,,,,0,"Lot: 13 Block: F Subdivision: BRIDGES AT BEAR CREEK PHASE 2, SEC 1 (AKA DAKOTA SPRINGS)",30.14492341,-97.85543768
2012-067123 BP,C-1000 Commercial Remodel,Remodel,1005 1/2 E ST ELMO RD,10/25/2012,Remodel to existing Telecommunictaions Tower to replace antennas,Final,Jeff Neill Construction,5751,FM 482,,,,New Braunfels,TX,78132,(830) 626-3744,,,,,,,,,,,,,8000,,100,0,0,ABS 24 DELVALLE S ACR 3.0902,30.21304537,-97.75566387
2012-070760 MP,C- 101 Single Family Houses,New,10812 GATES LN,10/25/2012,New 2 sty condo w/attached garage & cov'd patio-porch,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,1995,,,,1,0,,30.46223338,-97.80226291
2012-071837 BP,C-1000 Commercial Remodel,Remodel,10500 1/2 RESEARCH BLVD SB,10/25/2012,Replace center PCS antennaswith 1 LTE antennas on each sector and add 1 run of 7/8 coax to each sector to existing Telecommunication tower,Final,Jeff Neill Construction,5751,FM 482,,,,New Braunfels,TX,78132,(830) 626-3744,,,,,,,,,,,,,8000,,100,0,0,,30.39685123,-97.74835749
2012-075293 EP,C-1000 Commercial Remodel,Remodel,8310 N CAPITAL OF TEXAS HWY SB BLDG 1 UNIT 345,10/25/2012,Interior Remodel to existing Admn/Bus/Prof Offices,Final,"Jesse Beckett, Beckett Electrical Services",,,,,,Austin,TX,78708,(512) 346-7462,,,,,,,,,,,,,,,2425,1,0,,30.3857872,-97.76852488
2012-075293 MP,C-1000 Commercial Remodel,Remodel,8310 N CAPITAL OF TEXAS HWY SB BLDG 1 UNIT 345,10/25/2012,Interior Remodel to existing Admn/Bus/Prof Offices,Final,"Khanh Pham, Air Kool Mechanical",13504,Ryan Matthew,Drive,,,Austin,TX,78727,(512) 565-7201,,,,,,,,,,,,,,,2425,1,0,,30.3857872,-97.76852488
2012-076971 MP,R- 101 Single Family Houses,New,5800 BULL CREEK RD,10/25/2012,"New 2 story sf res w detached garage, covered patio",Final,"Steven Layne Key,",13718,Lookout,DR,,,San Antonio,TX,78237,(210) 650-3380,,,,,,,,,,,,3150,,,,1,0,LOT 5 ALLANDALE SEC 3,30.33488283,-97.74543143
2012-078964 MP,R- 101 Single Family Houses,New,9944 ALY MAY DR,10/25/2012,"New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,2531,,,,1,0,LOT 13 BLK B HOLLOW AT SLAUGHTER CREEK SEC 1 THE,30.17065406,-97.81848745
2012-079777 MP,C- 101 Single Family Houses,New,1412 LORRAINE LOOP,10/25/2012,New 2 story condo -detached garage,Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,1393,,,,1,0,,30.38133206,-97.70329144
2012-087485 MP,R- 103 Two Family Bldgs,New,900 PHILCO DR UNIT B,10/25/2012,secondary apartment,Final,"Leslie E. Wallace III, Intelligent Air Services",,,,,,Austin,TX,78766,(512) 323-2500,,,,,,,,,,,,849,,,,2,0,,,
2012-089938 EP,R- 434 Addition & Alterations,Addition and Remodel,3403 RIVER RD,10/25/2012,Partial demolition at rear of residence for new addition. Single story addition of new master bedroom with covered patio. Interior remodel of exiting bedroom to be converted in to new master bath. Trades permit as required.,Final,"Charles Smith, Fuccello-Smith Electrical",9904,Valderrama Dr.,,,,Austin,TX,78717,(512) 719-5040,,,,,,,,,,,2186,525,,,,1,0,Lot: 32 Block: Subdivision:,30.20118817,-97.50953891
2012-091843 EP,R- 434 Addition & Alterations,Addition and Remodel,2913 RIO GRANDE ST,10/25/2012,"partial demo: east wall for addition and old garage. addition: 3 bedrooms, and 2 baths to rear of existing home. remodel kitchen.",Final,"Grant Campbell, Southern Cross Electric",7305,Trenton,DR,,,Austin,TX,78736,(512) 775-8774,,,,,,,,,,,887,1311,,,,1,0,Lot: 5 Block: 2A Subdivision: HARPERS RESUB,30.29677952,-97.74325434
2012-092323 PP,R- 435 Renovations/Remodel,Repair,1301 GARNER AVE,10/25/2012,"Bathroom remodel - tub to shower conversion, light fixtures, plumbing, etc. in the existing single family residence.",Final,"Morris Stephen Brougher, Steve's Plumbing Repair, Inc.",2605,Buell,AVE,,,AUSTIN,TX,78757,(512) 276-7476,"Marilyn Macbeth,",702,Jesse,ST,,,AUSTIN,TX,78704,(512) 762-7131,,,,,1064,1,0,Lot: 1 Block: 5 Subdivision: BARTON HEIGHTS A,30.25612116,-97.76785727
2012-092323 PP,R- 435 Renovations/Remodel,Repair,1301 GARNER AVE,10/25/2012,"Bathroom remodel - tub to shower conversion, light fixtures, plumbing, etc. in the existing single family residence.",Final,"Morris Stephen Brougher, Steve's Plumbing Repair, Inc.",2605,Buell,AVE,,,AUSTIN,TX,78757,(512) 276-7476,CASTERLINE RICHARD J & SARAH E,,,,,,AUSTIN,TX,78704 2844,,,,,,1064,1,0,Lot: 1 Block: 5 Subdivision: BARTON HEIGHTS A,30.25612116,-97.76785727
2012-093175 MP,R- 101 Single Family Houses,New,8513 CAPITOL VIEW DR,10/25/2012,"New 1-story single-family residence, attached garage, covered porch. **VOL BUILD PROJECT** **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Kirt Lamontagne, Christianson Plumbing & Air Co",1950,Louis Henna,BLVD,,,Round Rock,TX,78664,(512) 246-5200,,,,,,,,,,,,2164,,,,1,0,Lot: 64 Block: UU Subdivision: Sheldon 230 Sec 2 Ph 8-B (Smart Housing),30.15242852,-97.74434805
2012-093407 PP,R- 101 Single Family Houses,New,4714 REYES ST,10/25/2012,"New 1-story single-family residence, covered porch. **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Peter D Smith, Chabert Plumbing",305,ST. ELMOS,RD,Suite,10,AUSTIN,TX,78745,(512) 486-9291,,,,,,,,,,,,1640,,,,1,0,LOT 6 BLK 1 CHERNOSKY NO 8,30.27432407,-97.68769863
2012-093465 PP,R- 101 Single Family Houses,New,1112 MANSELL AVE,10/25/2012,"New 1-story single-family residence, covered porch. **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Peter D Smith, Chabert Plumbing",305,ST. ELMOS,RD,Suite,10,AUSTIN,TX,78745,(512) 486-9291,,,,,,,,,,,,1253,,,,1,0,LOT 5 BLK 1 CHERNOSKY NO 8,30.27429931,-97.68759976
