permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,lat,lon
2007-004624 EP,R- 101 Single Family Houses,New,908 W 16TH ST,06/14/2012,New 2 Sty Sf Res W/Cov'D Patio & Porch,Final,"Charles Smith, Fuccello-Smith Electrical",9904,Valderrama Dr.,,,,Austin,TX,78717,(512) 719-5040,,,,,,,,,,,,2141,,70000,,1,,"Lot: 1 Block: Subdivision: JUST HOME SUBDIVISION, A REPLAT OF WEST 16TH PLACE",30.28081509,-97.74901166
2011-000946 PP,R- 435 Renovations/Remodel,Remodel,5801 CANNONADE CT,06/14/2012,Re-permitting for expired permit number 2010-025235-BP. Remodel to reconfigure and expand laundry room. Remodel kitchen.,Final,"Santiago C Perez,",603,Old Austin Pflugerville,RD,,,Austin,TX,78660,(512) 989-2902,,,,,,,,,,,,,,,0,1,0,,30.33013418,-97.80350926
2011-087473 EP,C- 327 Stores & Customer Services,New,105 E STASSNEY LN,06/14/2012,For Expired Permit 2009-059345- BP Ref: New Construction shell building ( 5306 sf.).,Final,"Alejandro Martinez, MTZ Electric",111,Gainer,Dr,,,Hutto,TX,78634,(512) 844-0052,,,,,,,,,,,,5306,,,,2,0,Lot: A Block: Subdivision: FLOURNOYS EAST,30.20426824,-97.77397419
2011-087474 EP,C-1001 Commercial Finish Out,Remodel,105 E STASSNEY LN UNIT 101,06/14/2012,For Expired Permit: 2009-059344-BP Ref: Tenant Finish-out for Convenience Store.,Final,"Alejandro Martinez, MTZ Electric",111,Gainer,Dr,,,Hutto,TX,78634,(512) 844-0052,,,,,,,,,,,,,,,3536,1,0,,30.20426824,-97.77397419
2012-011820 DS,Res. Driveway & Sidewalk,New,1300 CENTRAL PARK CT,06/14/2012,"Construct new sidewalk and driveway approach.**nmt New 2-story single-family residence, attached garage, covered porches.",Final,"KEVIN LEATHERMAN , KRM Concrete & Construction, Inc.",,,,,,HUTTO,TX,78634,(512) 252-1085,,,,,,,,,,,,,,,,,0,"Lot: 7 Block: A Subdivision: SALEM CENTER, RESUBDIVISION OF LOT B-1",30.21228036,-97.78943613
2012-012274 DS,Res. Driveway & Sidewalk,New,7205 THANNAS WAY,06/14/2012,"Construct new sidewalk and driveway approach.**nmt New 1-story single-family residence, attached garage, covered porch.",Final,Texas Hill Country Foundations,,,,,,Dripping Spring,TX,78620,(512) 247-1114,,,,,,,,,,,,,,,,,0,LOT 30 BLK D MEADOW LAKE SUBD PHS 3 & 4,30.1777318,-97.75811138
2012-015486 EP,"C- 437 Addn, Alter, Convn-NonRes",Addition,5500 AVENUE G,06/14/2012,Addition to existing Religious Assembly,Final,"Charles Smith, Fuccello-Smith Electrical",9904,Valderrama Dr.,,,,Austin,TX,78717,(512) 719-5040,,,,,,,,,,,,315,,,,0,0,Lot: 2 Block: Subdivision: HIGHLANDS THE,30.31967611,-97.71905726
2012-018020 EP,C- 328 Commercial Other Nonresident Bldg,New,14000 THE LAKES BLVD UNIT G12,06/14/2012,New construction Multi-family Apartment Garages,Final,"Thomas Roland, Phoenix Electric, Inc.",,,,,,Round Rock,TX,78683-5069,(512) 759-2200,,,,,,,,,,,,990,,,,0,0,LOT 2 BLK B LAKES AT TECHRIDGE,30.42482758,-97.66534332
2012-018021 EP,C- 328 Commercial Other Nonresident Bldg,New,14000 THE LAKES BLVD UNIT G13,06/14/2012,New construction Multi-family Apartment Garages,Final,"Thomas Roland, Phoenix Electric, Inc.",,,,,,Round Rock,TX,78683-5069,(512) 759-2200,,,,,,,,,,,,1541,,,,0,0,LOT 2 BLK B LAKES AT TECHRIDGE,30.42482758,-97.66534332
2012-018805 EP,C- 325 Public Works & Utilities Bldgs,New,6800 N FM 620 RD,06/14/2012,New Water Treatment Plant #4: LIME BUILDING,Final,"Randy Eldridge, T Morales Company, Llc",,,,,,Florence,TX,76527,(254) 793-4344,CITY OF AUSTIN % DHD VENTURES LLC,,,,,,AUSTIN,TX,78701,,,9180,,,,1,0,,30.40097128,-97.85594626
