permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
2002-003277 MP,R- 101 Single Family Houses,New,802 W Annie St Unit A,07/01/2003,New 2sty Residence W/Cvd Porch- Uncvd Patio,Final,"Ernest Rutherford, Rutherford A/C & Heating Inc.",620,Baker,Cir,,,Leander,TX,78641,(512) 259-3851,,,,,,,,,,,,,,100000,,1,,Lot: 1 Block:   Subdivision: WEST ANNIE ADDITION,802 W ANNIE ST UNIT A,30.24861225,-97.75886746,,,,,
2002-015417 MP,R- 434 Addition & Alterations,Addition,1137 Eleanor St,07/01/2003,"Adding Den , Two Bathrooms, Covered Breezeway & Porch To Single Family Residence",VOID,,,,,,,,,,,,,,,,,,,,,,,,15000,,,,Lot: 15 Block: 2 Subdivision:  ,1137 ELEANOR ST,30.27313169,-97.679402,,,,,
2002-017004 PP,R- 434 Addition & Alterations,Addition,2204 Alta Vista Ave,07/01/2003,Add:  1st Floor Studio & Laundry; 2nd Floor Bedroom & Bath.,VOID,"Ricardo Rodriguez, Rodriguez Plumbing",221,Windmill,WAY,,,Buda,TX,78610-9249,(512) 657-0871,FLATT CHERYLL J,,,,,,SAN ANTONIO,TX,78251 2544,,,,,30000,,,,LOT 9 SUNSHINE ADDN,2204 ALTA VISTA AVE,30.23872637,-97.74680458,,,,,
2002-017004 PP,R- 434 Addition & Alterations,Addition,2204 Alta Vista Ave,07/01/2003,Add:  1st Floor Studio & Laundry; 2nd Floor Bedroom & Bath.,VOID,"Ricardo Rodriguez, Rodriguez Plumbing",221,Windmill,WAY,,,Buda,TX,78610-9249,(512) 657-0871,"SUZANNE KERMES, ",2204,Alta Vista ,AVE,,,AUSTIN,TX,78704 5227,,,,,30000,,,,LOT 9 SUNSHINE ADDN,2204 ALTA VISTA AVE,30.23872637,-97.74680458,,,,,
2003-000112 BP,C- 105 Five or More Family Bldgs,New,2900 S Lakeline Blvd Bldg 1,07/01/2003,New Multi-Family Apts - Bldg #1,Final,Holbrook Partners Construction Llp,909,Lake Carolyn Pkwy,,Suite,160,Irving,TX,75038,(972) 714-4744,,,,,,,,,,,,,,222000,,8,,,2900 S LAKELINE BLVD BLDG 1,30.47803676,-97.8061741,,,,,
2003-000112 DS,Com. Driveway & Sidewalk,New,2900 S Lakeline Blvd Bldg 1,07/01/2003,New Multi-Family Apts - Bldg #1,Final,"MFC Contracting, LLC",16200,Dallas,Pkwy,Suite,250,Dallas,TX,75248,(972) 931-9898,,,,,,,,,,,,,,222000,,,,,2900 S LAKELINE BLVD BLDG 1,30.47803676,-97.8061741,,,,,
2003-000628 BP,C-1000 Commercial Remodel,Remodel,10614 Research Blvd,07/01/2003,Interior Remodel To Existing Restaurant,Expired,"Laudry\'S  Development, Inc",1510,West Loop South,,,,Houston,TX,77027,(713) 850-1010,,,,,,,,,,,,,,890000,,,,,10614 RESEARCH BLVD,30.3976514,-97.74707445,,,,,
2003-000628 DS,,,10614 Research Blvd,07/01/2003,Interior Remodel To Existing Restaurant,VOID,,,,,,,,,,,,,,,,,,,,,,,,890000,,,,,10614 RESEARCH BLVD,30.3976514,-97.74707445,,,,,
2003-001293 BP,C-1000 Commercial Remodel,Remodel,2348 Guadalupe St,07/01/2003,Interior Remodel To Existing Restaurant (Peet\'S Coffee & Tea),Final,Peet\'S Coffee & Tea,1400,Park,Av,,,Emeryville,CA,94608,(415) 257-4227,,,,,,,,,,,,,,127000,,,,.1049 AC OF LOT 35 OLT 36 DIVISION D,2348 GUADALUPE ST,30.28739924,-97.74184546,,,,,
2003-001305 MP,R- 101 Single Family Houses,New,7309 Ritchie Dr,07/01/2003,"New Sf Residence W/ Attached Garage, Cov\'D Patio, Cov\'D Porch",Final,"Daniel Ramsey, Evenaire, LLC",21424,Martin,LN,,,Pflugerville,TX,78660,(512) 990-2300,ASHIRA TX LLC,,,,,,VIENNA,VA,22180,,,,,90000,,1,,"Lot: 23 Block: P Subdivision: MEADOWS OF WALNUT CREEK, SECTION 6, THE",7309 RITCHIE DR,30.30536995,-97.63899455,,,,,
2003-001410 BP,R- 101 Single Family Houses,New,16212 Castletroy Dr,07/01/2003,New 1 Sty Residence W.Att Garage Cvd Porch-Patio,Final,"Milburn, Bill",12554,Riata Vista,Cir,,,Austin,TX,78727,(512) 345-4663,,,,,,,,,,,,,,65277,,1,,,16212 CASTLETROY DR,30.50539791,-97.74903796,,,,,
2003-001410 DS,Res. Driveway & Sidewalk,New,16212 Castletroy Dr,07/01/2003,New 1 Sty Residence W.Att Garage Cvd Porch-Patio,Final,"Milburn, Bill",12554,Riata Vista,Cir,,,Austin,TX,78727,(512) 345-4663,,,,,,,,,,,,,,65277,,,,,16212 CASTLETROY DR,30.50539791,-97.74903796,,,,,
