permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1997-005603 EP,Commercial,Remodel,2700 Gracy Farms Lane              C 200000,08/29/1997,New Hotel,Final,,,,,,,,,,,BRE/ESA P PORTFOLIO TXNC PROPERTIES LP % EXTENDED STAY HOTELS,,,,,,SPARTANBURG,SC,29306 5109,,,,,824760,,26,,,2700 GRACY FARMS LANE,30.40672343,-97.71297139,,,,,
1997-005603 MP,Commercial,Remodel,2700 Gracy Farms Lane              C 200000,08/29/1997,New Hotel,Final,,,,,,,,,,,BRE/ESA P PORTFOLIO TXNC PROPERTIES LP % EXTENDED STAY HOTELS,,,,,,SPARTANBURG,SC,29306 5109,,,,,824760,,26,,,2700 GRACY FARMS LANE,30.40672343,-97.71297139,,,,,
1997-005603 PP,Commercial,Remodel,2700 Gracy Farms Lane              C 200000,08/29/1997,New Hotel,Final,,,,,,,,,,,BRE/ESA P PORTFOLIO TXNC PROPERTIES LP % EXTENDED STAY HOTELS,,,,,,SPARTANBURG,SC,29306 5109,,,,,824760,,26,,,2700 GRACY FARMS LANE,30.40672343,-97.71297139,,,,,
1997-005605 BP,"C- 213 Hotels, Motels, & Tourist Cabins",New,2700 Gracy Farms Lane              C 300000,08/29/1997,New Hotel,Final,,,,,,,,,,,BRE/ESA P PORTFOLIO TXNC PROPERTIES LP % EXTENDED STAY HOTELS,,,,,,SPARTANBURG,SC,29306 5109,,,,,1989637,,55,,,2700 GRACY FARMS LANE,30.40672343,-97.71297139,,,,,
1997-005605 EP,"C- 213 Hotels, Motels, & Tourist Cabins",New,2700 Gracy Farms Lane              C 300000,08/29/1997,New Hotel,Final,,,,,,,,,,,BRE/ESA P PORTFOLIO TXNC PROPERTIES LP % EXTENDED STAY HOTELS,,,,,,SPARTANBURG,SC,29306 5109,,,,,1989637,,55,,,2700 GRACY FARMS LANE,30.40672343,-97.71297139,,,,,
1997-005605 MP,"C- 213 Hotels, Motels, & Tourist Cabins",New,2700 Gracy Farms Lane              C 300000,08/29/1997,New Hotel,Final,,,,,,,,,,,BRE/ESA P PORTFOLIO TXNC PROPERTIES LP % EXTENDED STAY HOTELS,,,,,,SPARTANBURG,SC,29306 5109,,,,,1989637,,55,,,2700 GRACY FARMS LANE,30.40672343,-97.71297139,,,,,
1997-005605 PP,"C- 213 Hotels, Motels, & Tourist Cabins",New,2700 Gracy Farms Lane              C 300000,08/29/1997,New Hotel,Final,,,,,,,,,,,BRE/ESA P PORTFOLIO TXNC PROPERTIES LP % EXTENDED STAY HOTELS,,,,,,SPARTANBURG,SC,29306 5109,,,,,1989637,,55,,,2700 GRACY FARMS LANE,30.40672343,-97.71297139,,,,,
1997-005880 BP,R- 435 Renovations/Remodel ,Remodel,1705 38 1/2 St E  **No Abcstr Rec**A  00000,08/29/1997,Repair Res To Min Stds 30 Days,VOID,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 3 Block:   Subdivision: GILES PLACE SECTION ONE,1705 38 1/2 ST E **NO ABCSTR REC**A 00000,,,,,,,
1997-005880 EP,R- 435 Renovations/Remodel ,Remodel,1705 38 1/2 St E  **No Abcstr Rec**A  00000,08/29/1997,Repair Res To Min Stds 30 Days,Final,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 3 Block:   Subdivision: GILES PLACE SECTION ONE,1705 38 1/2 ST E **NO ABCSTR REC**A 00000,,,,,,,
1997-005880 MP,R- 435 Renovations/Remodel ,Remodel,1705 38 1/2 St E  **No Abcstr Rec**A  00000,08/29/1997,Repair Res To Min Stds 30 Days,VOID,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 3 Block:   Subdivision: GILES PLACE SECTION ONE,1705 38 1/2 ST E **NO ABCSTR REC**A 00000,,,,,,,
1997-009765 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,6034 West Courtyard Drive          A  00000,08/29/1997,Add Cellular Antennas & Equip Cabinets To Roof,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,50000,,1,,LOT 5 SHEPHERD MOUNTAIN PHS 3,6034 WEST COURTYARD DRIVE,30.35526369,-97.79612292,,,,,
1997-009765 EP,"C- 437 Addn, Alter, Convn-NonRes",Addition,6034 West Courtyard Drive          A  00000,08/29/1997,Add Cellular Antennas & Equip Cabinets To Roof,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,50000,,1,,LOT 5 SHEPHERD MOUNTAIN PHS 3,6034 WEST COURTYARD DRIVE,30.35526369,-97.79612292,,,,,
1997-009765 MP,"C- 437 Addn, Alter, Convn-NonRes",Addition,6034 West Courtyard Drive          A  00000,08/29/1997,Add Cellular Antennas & Equip Cabinets To Roof,Final,,,,,,,,,,,INTCO PROPERTIES L P,,,,,,SAN ANTONIO,TX,78216 7731,,,,,50000,,1,,LOT 5 SHEPHERD MOUNTAIN PHS 3,6034 WEST COURTYARD DRIVE,30.35526369,-97.79612292,,,,,
1997-010158 BP,R- 101 Single Family Houses,New,1209 Grosvener Court               A  00000,08/29/1997,New Residence W/Att Garage & Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 36 Block: A Subdivision: TREEMONT PH B SEC 5,1209 GROSVENER COURT,30.26770563,-97.79715027,,,,,
1997-010158 DS,Res. Driveway & Sidewalk,New,1209 Grosvener Court               A  00000,08/29/1997,New Residence W/Att Garage & Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,,,Lot: 36 Block: A Subdivision: TREEMONT PH B SEC 5,1209 GROSVENER COURT,30.26770563,-97.79715027,,,,,
1997-010158 EP,R- 101 Single Family Houses,New,1209 Grosvener Court               A  00000,08/29/1997,New Residence W/Att Garage & Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 36 Block: A Subdivision: TREEMONT PH B SEC 5,1209 GROSVENER COURT,30.26770563,-97.79715027,,,,,
1997-010158 MP,R- 101 Single Family Houses,New,1209 Grosvener Court               A  00000,08/29/1997,New Residence W/Att Garage & Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 36 Block: A Subdivision: TREEMONT PH B SEC 5,1209 GROSVENER COURT,30.26770563,-97.79715027,,,,,
1997-010158 PP,R- 101 Single Family Houses,New,1209 Grosvener Court               A  00000,08/29/1997,New Residence W/Att Garage & Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,200000,,1,,Lot: 36 Block: A Subdivision: TREEMONT PH B SEC 5,1209 GROSVENER COURT,30.26770563,-97.79715027,,,,,
1997-012832 BP,R- 101 Single Family Houses,New,8508 Aoudad Trail                  C .00000,08/29/1997,New Two Story Res W/Att Garage & Entry,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 4 Block: D Subdivision: DEER PARK AT MAPLE RUN SECTION 11-A,8508 AOUDAD TRAIL,30.2057709,-97.85612665,,,,,
1997-012832 DS,Res. Driveway & Sidewalk,New,8508 Aoudad Trail                  C .00000,08/29/1997,New Two Story Res W/Att Garage & Entry,Final,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lot: 4 Block: D Subdivision: DEER PARK AT MAPLE RUN SECTION 11-A,8508 AOUDAD TRAIL,30.2057709,-97.85612665,,,,,
1997-012832 EP,R- 101 Single Family Houses,New,8508 Aoudad Trail                  C .00000,08/29/1997,New Two Story Res W/Att Garage & Entry,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 4 Block: D Subdivision: DEER PARK AT MAPLE RUN SECTION 11-A,8508 AOUDAD TRAIL,30.2057709,-97.85612665,,,,,
1997-012832 MP,R- 101 Single Family Houses,New,8508 Aoudad Trail                  C .00000,08/29/1997,New Two Story Res W/Att Garage & Entry,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 4 Block: D Subdivision: DEER PARK AT MAPLE RUN SECTION 11-A,8508 AOUDAD TRAIL,30.2057709,-97.85612665,,,,,
1997-012832 PP,R- 101 Single Family Houses,New,8508 Aoudad Trail                  C .00000,08/29/1997,New Two Story Res W/Att Garage & Entry,Final,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Lot: 4 Block: D Subdivision: DEER PARK AT MAPLE RUN SECTION 11-A,8508 AOUDAD TRAIL,30.2057709,-97.85612665,,,,,
1997-012834 BP,C-1000 Commercial Remodel,Remodel,2704 Rio Grande Street             A  00011,08/29/1997,Cu From Admn Off To Business/Trade School,Final,,,,,,,,,,,WEST JEFFERSON LP ATTN DAVID COCANOUGHER,,,,,,IRVING,TX,75039 5625,,,,,7000,,1,,"Lot:   Block:   Subdivision: GRAHAM SUBDIVISION OUTLOTS 60, 64, 67, 68",2704 RIO GRANDE STREET,30.29296625,-97.74455152,,,,,
1997-013191 BP,R- 101 Single Family Houses,New,1901 Real Catorce                  A  00000,08/29/1997,New Residence W/Att Garage Patio &Balcony,Final,,,,,,,,,,,,,,,,,,,,,,,,158376,,1,,Lot: 6 Block: A Subdivision: PARKSTONE PUD PHASE I RESUBDIVISION,1901 REAL CATORCE,30.27108593,-97.81920909,,,,,
1997-013191 DS,Res. Driveway & Sidewalk,New,1901 Real Catorce                  A  00000,08/29/1997,New Residence W/Att Garage Patio &Balcony,Final,,,,,,,,,,,,,,,,,,,,,,,,158376,,,,Lot: 6 Block: A Subdivision: PARKSTONE PUD PHASE I RESUBDIVISION,1901 REAL CATORCE,30.27108593,-97.81920909,,,,,
1997-013191 EP,R- 101 Single Family Houses,New,1901 Real Catorce                  A  00000,08/29/1997,New Residence W/Att Garage Patio &Balcony,Final,,,,,,,,,,,,,,,,,,,,,,,,158376,,1,,Lot: 6 Block: A Subdivision: PARKSTONE PUD PHASE I RESUBDIVISION,1901 REAL CATORCE,30.27108593,-97.81920909,,,,,
1997-013191 MP,R- 101 Single Family Houses,New,1901 Real Catorce                  A  00000,08/29/1997,New Residence W/Att Garage Patio &Balcony,Final,,,,,,,,,,,,,,,,,,,,,,,,158376,,1,,Lot: 6 Block: A Subdivision: PARKSTONE PUD PHASE I RESUBDIVISION,1901 REAL CATORCE,30.27108593,-97.81920909,,,,,
1997-013191 PP,R- 101 Single Family Houses,New,1901 Real Catorce                  A  00000,08/29/1997,New Residence W/Att Garage Patio &Balcony,Final,,,,,,,,,,,,,,,,,,,,,,,,158376,,1,,Lot: 6 Block: A Subdivision: PARKSTONE PUD PHASE I RESUBDIVISION,1901 REAL CATORCE,30.27108593,-97.81920909,,,,,
1997-013308 EP,Residential ,Remodel,602 48 Street East                A  00000,08/29/1997,Repair Existing Electric Meter,Final,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 16 Block: D Subdivision: PATTERSON HEIGHTS,602 48 STREET EAST,30.3100411,-97.72086115,,,,,
1997-013308 MP,Residential ,Remodel,602 48 Street East                A  00000,08/29/1997,Repair Existing Electric Meter,Final,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 16 Block: D Subdivision: PATTERSON HEIGHTS,602 48 STREET EAST,30.3100411,-97.72086115,,,,,
1997-013309 BP,Commercial,Remodel,2009  7 Street East                A .00000,08/29/1997,Stove Hood Only Original Pmt#9614749,Final,,,,,,,,,,,,,,,,,,,,,,,,1900,,1,,Lot: 3 Block: A Subdivision: 7TH AND MARTINEZ SUBDIVISION,2009 7 STREET EAST,30.26162898,-97.71976715,,,,,
1997-013309 EP,Commercial,Remodel,2009  7 Street East                A .00000,08/29/1997,Stove Hood Only Original Pmt#9614749,Final,,,,,,,,,,,,,,,,,,,,,,,,1900,,1,,Lot: 3 Block: A Subdivision: 7TH AND MARTINEZ SUBDIVISION,2009 7 STREET EAST,30.26162898,-97.71976715,,,,,
1997-013309 MP,Commercial,Remodel,2009  7 Street East                A .00000,08/29/1997,Stove Hood Only Original Pmt#9614749,Final,,,,,,,,,,,,,,,,,,,,,,,,1900,,1,,Lot: 3 Block: A Subdivision: 7TH AND MARTINEZ SUBDIVISION,2009 7 STREET EAST,30.26162898,-97.71976715,,,,,
1997-013310 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,306 Barton Springs Road           A  00000,08/29/1997,Addition Storage Cooler,Final,,,,,,,,,,,,,,,,,,,,,,,,5000,,1,,Lot:   Block:   Subdivision:  ,306 BARTON SPRINGS ROAD,30.25898024,-97.74809161,,,,,
1997-013310 EP,"C- 437 Addn, Alter, Convn-NonRes",Addition,306 Barton Springs Road           A  00000,08/29/1997,Addition Storage Cooler,VOID,,,,,,,,,,,,,,,,,,,,,,,,5000,,1,,Lot:   Block:   Subdivision:  ,306 BARTON SPRINGS ROAD,30.25898024,-97.74809161,,,,,
1997-013310 MP,"C- 437 Addn, Alter, Convn-NonRes",Addition,306 Barton Springs Road           A  00000,08/29/1997,Addition Storage Cooler,Final,,,,,,,,,,,,,,,,,,,,,,,,5000,,1,,Lot:   Block:   Subdivision:  ,306 BARTON SPRINGS ROAD,30.25898024,-97.74809161,,,,,
1997-013310 PP,"C- 437 Addn, Alter, Convn-NonRes",Addition,306 Barton Springs Road           A  00000,08/29/1997,Addition Storage Cooler,Final,,,,,,,,,,,,,,,,,,,,,,,,5000,,1,,Lot:   Block:   Subdivision:  ,306 BARTON SPRINGS ROAD,30.25898024,-97.74809161,,,,,
1997-013311 PP,Commercial,Remodel,1201 38 Street West                A .00000,08/29/1997,Install Commercial Irrigation System,VOID,,,,,,,,,,,SETON MEDICAL CENTER ATTN BOB MOROZ,,,,,,AUSTIN,TX,78705 1006,,,,,250,,1,,LOT 1 SETON MEDICAL CENTER ADDN NO 2,1201 38 STREET WEST,30.30491443,-97.74540222,,,,,
1997-013313 EP,Commercial,Remodel,4015 Interstate Highway 35 South   A? 00000,08/29/1997,Replace Electric Service,Final,,,,,,,,,,,,,,,,,,,,,,,,900,,1,,,4015 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
1997-013313 MP,Commercial,Remodel,4015 Interstate Highway 35 South   A? 00000,08/29/1997,Replace Electric Service,Final,,,,,,,,,,,,,,,,,,,,,,,,900,,1,,,4015 INTERSTATE HIGHWAY 35 SOUTH,,,,,,,
1997-013314 BP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00105,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013314 EP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00105,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013314 MP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00105,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013314 PP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00105,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013317 BP,R- 435 Renovations/Remodel ,Remodel,1017 Bonham Terrace                A .00000,08/29/1997,Remodel Existing Utility/Storage,Final,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,Lot: 27 Block: 31 Subdivision:  ,1017 BONHAM TERRACE,30.24571406,-97.73972663,,,,,
1997-013317 EP,R- 435 Renovations/Remodel ,Remodel,1017 Bonham Terrace                A .00000,08/29/1997,Remodel Existing Utility/Storage,Expired,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,Lot: 27 Block: 31 Subdivision:  ,1017 BONHAM TERRACE,30.24571406,-97.73972663,,,,,
1997-013317 MP,R- 435 Renovations/Remodel ,Remodel,1017 Bonham Terrace                A .00000,08/29/1997,Remodel Existing Utility/Storage,Expired,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,Lot: 27 Block: 31 Subdivision:  ,1017 BONHAM TERRACE,30.24571406,-97.73972663,,,,,
1997-013317 PP,R- 435 Renovations/Remodel ,Remodel,1017 Bonham Terrace                A .00000,08/29/1997,Remodel Existing Utility/Storage,Final,,,,,,,,,,,,,,,,,,,,,,,,15000,,1,,Lot: 27 Block: 31 Subdivision:  ,1017 BONHAM TERRACE,30.24571406,-97.73972663,,,,,
1997-013318 BP,R- 434 Addition & Alterations,Addition,4408 Speedway                      A  00000,08/29/1997,Bedrm-Bath-Breakfst-Porch Addn To Sf Residence,Expired,,,,,,,,,,,,,,,,,,,,,,,,30000,,1,,Lot: 24 Block:   Subdivision:  ,4408 SPEEDWAY,30.30822098,-97.72900149,,,,,
1997-013318 EP,R- 434 Addition & Alterations,Addition,4408 Speedway                      A  00000,08/29/1997,Bedrm-Bath-Breakfst-Porch Addn To Sf Residence,VOID,,,,,,,,,,,,,,,,,,,,,,,,30000,,1,,Lot: 24 Block:   Subdivision:  ,4408 SPEEDWAY,30.30822098,-97.72900149,,,,,
1997-013318 MP,R- 434 Addition & Alterations,Addition,4408 Speedway                      A  00000,08/29/1997,Bedrm-Bath-Breakfst-Porch Addn To Sf Residence,VOID,,,,,,,,,,,,,,,,,,,,,,,,30000,,1,,Lot: 24 Block:   Subdivision:  ,4408 SPEEDWAY,30.30822098,-97.72900149,,,,,
1997-013318 PP,R- 434 Addition & Alterations,Addition,4408 Speedway                      A  00000,08/29/1997,Bedrm-Bath-Breakfst-Porch Addn To Sf Residence,Final,,,,,,,,,,,,,,,,,,,,,,,,30000,,1,,Lot: 24 Block:   Subdivision:  ,4408 SPEEDWAY,30.30822098,-97.72900149,,,,,
1997-013319 BP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00107,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,11000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013319 EP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00107,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,11000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013319 MP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00107,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,11000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013319 PP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00107,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,11000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013320 EP,Residential ,Remodel,2505 Great Oaks Parkway            A  00000,08/29/1997,Rebuild Electric Service,Final,,,,,,,,,,,FISHER JAY L & KRISTIN J SIRACUSA TRUSTEES SIRACUSA-FISHER TRUST,,,,,,AUSTIN,TX,78756 2907,(512) 467-6802,,,,350,,1,,Lot: 3 Block:   Subdivision: GREATER OAKS SECTION TWO,2505 GREAT OAKS PARKWAY,30.31885815,-97.7461925,,,,,
1997-013320 MP,Residential ,Remodel,2505 Great Oaks Parkway            A  00000,08/29/1997,Rebuild Electric Service,Final,,,,,,,,,,,FISHER JAY L & KRISTIN J SIRACUSA TRUSTEES SIRACUSA-FISHER TRUST,,,,,,AUSTIN,TX,78756 2907,(512) 467-6802,,,,350,,1,,Lot: 3 Block:   Subdivision: GREATER OAKS SECTION TWO,2505 GREAT OAKS PARKWAY,30.31885815,-97.7461925,,,,,
1997-013321 BP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00109,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,8000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013321 EP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00109,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,8000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013321 MP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00109,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,8000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013321 PP,C-1000 Commercial Remodel,Remodel,11066 Pecan Park Boulevard          C  00109,08/29/1997,Finish-Out For Retail,Final,,,,,,,,,,,,,,,,,,,,,,,,8000,,1,,,11066 PECAN PARK BOULEVARD,30.47032727,-97.80159647,,,,,
1997-013322 BP,R- 434 Addition & Alterations,Addition,1112 Brookswood Avenue             A  00000,08/29/1997,Add To Res Create 2nd Stry 2 Bedroom & Bath,Final,,,,,,,,,,,ROMAN LUCIO & MARIA,,,,,,AUSTIN,TX,78721 2458,,,,,21000,,1,,Lot: 14 Block:   Subdivision: BROOKSWOOD,1112 BROOKSWOOD AVENUE,30.26486845,-97.68998157,,,,,
1997-013322 EP,R- 434 Addition & Alterations,Addition,1112 Brookswood Avenue             A  00000,08/29/1997,Add To Res Create 2nd Stry 2 Bedroom & Bath,VOID,,,,,,,,,,,ROMAN LUCIO & MARIA,,,,,,AUSTIN,TX,78721 2458,,,,,21000,,1,,Lot: 14 Block:   Subdivision: BROOKSWOOD,1112 BROOKSWOOD AVENUE,30.26486845,-97.68998157,,,,,
1997-013322 MP,R- 434 Addition & Alterations,Addition,1112 Brookswood Avenue             A  00000,08/29/1997,Add To Res Create 2nd Stry 2 Bedroom & Bath,VOID,,,,,,,,,,,ROMAN LUCIO & MARIA,,,,,,AUSTIN,TX,78721 2458,,,,,21000,,1,,Lot: 14 Block:   Subdivision: BROOKSWOOD,1112 BROOKSWOOD AVENUE,30.26486845,-97.68998157,,,,,
1997-013322 PP,R- 434 Addition & Alterations,Addition,1112 Brookswood Avenue             A  00000,08/29/1997,Add To Res Create 2nd Stry 2 Bedroom & Bath,Final,,,,,,,,,,,ROMAN LUCIO & MARIA,,,,,,AUSTIN,TX,78721 2458,,,,,21000,,1,,Lot: 14 Block:   Subdivision: BROOKSWOOD,1112 BROOKSWOOD AVENUE,30.26486845,-97.68998157,,,,,
