permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description
2007-003243 EP,C- 105 Five or More Family Bldgs,New,8110 FM 2222 RD BLDG 29,11/03/2014,"New Multi-Family Apts(16,674 Sq.Ft.) Garage(3,271 Sq. Ft.)",Final,"Jack Oliver, American Electric Company",,,,,,Austin,TX,78716,(512) 263-1214,,,,,,,,,,,,19945,,1101675,,7,,
2012-003955 PP,"C- 324 Office, Bank & Professional Bldgs",Shell,5920 W WILLIAM CANNON DR BLDG 2,11/03/2014,New Construction Shell Medical Office Building bldg2,Final,"Dustin M. Mayers, D & T Plumbing",1000A,Chihuahua,,,,Lockhart,TX,78644,(512) 227-6090,,,,,,,,,,,,16100,,,,0,0,LOT 2A BLK A HIGH MESA PLAZA SEC II AMENDED PLAT OF LOTS 2&3 BL I
2013-110702 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 2,11/03/2014,Finish-Out for Hotel,Active,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,23417,1,0,
2013-110703 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 3,11/03/2014,Finish-Out for Hotel and Room Details,Active,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,20113,13,0,
2013-110704 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 4,11/03/2014,Finish-Out for Hotel,Active,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,13215,1,0,
2013-110706 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 5,11/03/2014,Finish-Out for Room Details,Active,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,15035,26,0,
2013-110707 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 6,11/03/2014,Finish-Out for Room Details,Final,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,15035,26,0,
2013-110708 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 7,11/03/2014,Finish-Out for Room Details,Final,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,15035,26,0,
2013-110709 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 8,11/03/2014,Finish-Out for Room Details,Final,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,15035,26,0,
2013-110710 MP,C-1001 Commercial Finish Out,Remodel,605 DAVIS ST UNIT 9,11/03/2014,Finish-Out for Room Details,Final,"Tu Huynh, Airco Mechanical",9200,Waterford Centre,BLVD,,600,Austin,TX,78758,(512) 789-4151,,,,,,,,,,,,,,,15035,26,0,
