permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,lat,lng
2014-007015 DS,Res. Driveway & Sidewalk,New,5709 LITTLE THEATER BND,10/13/2014,"Construct new sidewalk and driveway approach.**nmt New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT** **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Rangel Concrete Co.LTD,",12000,Manchaca,Rd,,,Austin,TX,78748-3785,(512) 280-0995,,,,,,,,,,,,,,,,,0,LOT 23 BLK U BRADSHAW CROSSING SUBD SEC 10,30.14221611,-97.76722146
2014-014686 MP,R- 435 Renovations/Remodel,Remodel,4313 RAMSEY AVE,10/13/2014,Interior remodel of primary residence's kitchen; new slab and metal columns for the attached screened porch to primary residence.,Final,"Manoucher Mitch Felfeli, All Star Htg & AC, Inc.",12307,Roxie,Dr,Suite,106,Austin,TX,78729,(512) 258-3222,,,,,,,,,,,,,,,286,1,0,Lot: 10 Block: 9 Subdivision: ROSEDALE C,30.31452996,-97.74419174
2014-018609 MP,R- 101 Single Family Houses,New,4504 AQUA VERDE DR,10/13/2014,"New single family residence with (5) bedrooms, (6) bathrooms, attached wood deck to north side of house.",Final,"George Christianson, Casa Mechanical Services",2401,Old Settlers,,,,Round Rock,TX,78665,(512) 334-7300,,,,,,,,,,,,5236,,,,1,0,LOT 3 BLK D AQUA VERDE,30.34734354,-97.80856453
2014-021719 MP,R- 435 Renovations/Remodel,Remodel,5111 SAVOREY LN,10/13/2014,"Minimum standard permit, insulation, wallboard, interior doors, windows, bathroom, electrical, mechanical, and plumbing. Exterior remodel for siding replacement. change out hvac",Final,"Kent Ambrose, American Conservation & Air",1706,Benchmark,Rd,,,Austin,TX,78728,(512) 335-2222,,,,,,,,,,,,,,,0,1,0,"Lot: 1 Block: N Subdivision: SILVERSTONE PHASE 1, SEC 1",30.17111453,-97.75390504
2014-031719 PP,Residential,Remodel,2419 JARRATT AVE,10/13/2014,Total demo of home. Circa 1936,Final,"Christopher Miranda, Greater Austin Plumbing",1209,Oak Hollow,Dr,,,Leander,TX,78641,(512) 215-1583,CURTIS PATRICIA LELAND,,,,,,AUSTIN,TX,78703 2430,,,,,,,1,0,LOT 13 & N 12FT LOT 14 BLK 1 PEMBERTON HEIGHTS SEC 1,30.29273924,-97.75717234
2014-035495 DS,Res. Driveway & Sidewalk,New,10012 EPIC KNOLL DR,10/13/2014,"Construct new sidewalk and driveway approach.**nmt New 2-story single-family residence, attached garage, covered entry porch and rear patio. **VOL BUILD PROJECT** **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Rio Construction, Inc.",,,,,,Round Rock,TX,78680,(512) 259-6636,,,,,,,,,,,,,,,,,0,LOT 2 BLK T BRADSHAW CROSSING SUBD SEC 10,30.14386921,-97.76799263
2014-036312 DS,Res. Driveway & Sidewalk,New,10000 EPIC KNOLL DR,10/13/2014,"Construct new sidewalk and driveway approach.**nmt New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT** **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Rio Construction, Inc.",,,,,,Round Rock,TX,78680,(512) 259-6636,,,,,,,,,,,,,,,,,0,LOT 5 BLK T BRADSHAW CROSSING SUBD SEC 10,30.14405373,-97.76752287
2014-038066 EP,Commercial,Remodel,4400 E BEN WHITE BLVD WB,10/13/2014,Interior retrofit lighting to existing commercial bldg only.,Withdrawn,"Larry Brown, Reliable Energy Work Inc",13800,Dragline,DR,,,Austin,TX,78727,(512) 277-9999,,,,,,,,,,,,,,,0,1,0,Lot: 1 Block: Subdivision: JIM PENNINGTON SUBDIVISION,30.2157187,-97.73415563
2014-045632 DS,Res. Driveway & Sidewalk,New,5629 LITTLE THEATER BND,10/13/2014,"Construct new sidewalk and driveway approach.**nmt New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT** **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Rangel Concrete Co.LTD,",12000,Manchaca,Rd,,,Austin,TX,78748-3785,(512) 280-0995,,,,,,,,,,,,,,,,,0,LOT 19 BLK U BRADSHAW CROSSING SUBD SEC 10,30.14221708,-97.76780715
2014-048837 PP,C-1000 Commercial Remodel,Remodel,1120 S CAPITAL OF TEXAS HWY SB Bunit 110,10/13/2014,Interior Remodel to existing Admn/Bus/Prof Offices,Final,"Michael Franklin, M.F. Plumbing, Inc.",410,Kenniston,Dr,,,Austin,TX,78752,(512) 302-0900,,,,,,,,,,,,,,,2847,0,0,LOT 2 SETTING THE,,
2014-053977 DS,Res. Driveway & Sidewalk,New,10024 EPIC KNOLL DR,10/13/2014,"Construct new sidewalk and driveway approach.**nmt New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT** **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.",Final,"Rangel Concrete Co.LTD,",12000,Manchaca,Rd,,,Austin,TX,78748-3785,(512) 280-0995,,,,,,,,,,,,,,,,,0,LOT 17 BLK P BRADSHAW CROSSING SUBD SEC 10,30.14351568,-97.76876438
2014-063743 MP,R- 101 Single Family Houses,New,909 MOUNTAINEER LN,10/13/2014,"New 2-story single-family Row House, attached garage, covered front porch and rear patio. **VOL BUILD PROJECT**",Final,"Kirt Lamontagne, Christianson Plumbing & Air Co",1950,Louis Henna,BLVD,,,Round Rock,TX,78664,(512) 246-5200,,,,,,,,,,,,1849,,,,1,0,LOT 8 BLK G CRESTVIEW STATION RESUB OF LOT 7 PHS 2,30.34431061,-97.71706826
2014-063749 MP,R- 101 Single Family Houses,New,907 MOUNTAINEER LN,10/13/2014,"New 2-story single-family Row House, attached garage, covered front porch and rear patio, covered balcony. **VOL BUILD PROJECT**",Final,"Kirt Lamontagne, Christianson Plumbing & Air Co",1950,Louis Henna,BLVD,,,Round Rock,TX,78664,(512) 246-5200,,,,,,,,,,,,1907,,,,1,0,LOT 9 BLK G CRESTVIEW STATION RESUB OF LOT 7 PHS 2,30.34428377,-97.71699764
