permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,lat,lng
2010-034613 EP,C- 101 Single Family Houses,New,10213 LAREDO DR,06/02/2011,New 2stry condo w/att garage & cov patio and porch,Final,"Robert W Brown, Landmark Electric",2008,PICADILLY,DR,,,ROUND ROCK,TX,78664,(512) 491-7718,,,,,,,,,,,,2707,,,,1,0,,30.16821007,-97.82529519
2010-074638 EP,R- 435 Renovations/Remodel,Remodel,12213 DONINGTON DR,06/02/2011,remodel existing office at southeast corner of dwelling,Final,"Celedonio Mendoza, SOG Electrical Contracting Services",870,Goforth,RD,,,BUDA,TX,78610,(512) 947-3661,,,,,,,,,,,,,,,177,1,0,,30.38811807,-97.6558721
2010-091055 MP,R- 434 Addition & Alterations,Addition and Remodel,2307 WILKE DR,06/02/2011,"Re-Permit for expired Permit 2008 - 007042 BP, EP, PP, MP Addition/remodel to existing SF Res, add stairs to 1st floor & add 3rd floor addition to expand 3rd floor. Remodel existing 1st floor, enclose 1st floor porch to expand kitchen, eclose portion of garage to create media room, move/remove interior walls on 1st and 2nd floor, upgrade plumbing, HVAC, and electrical",Final,"Raymond Willis, Big Tex Air Conditioning",2550,Old Settlers,RD,Suite,300,ROUND ROCK,TX,78665,(512) 310-2400,CLARK CHATRICK & AMY PERTL CLARK,,,,,,AMESBURY,MA,01913 4315,,3714,463,,,,1,0,Lot: 1 Block: A Subdivision: FORTUNE ESTATES FINAL PHASE (CONTINUATION OF C8-65-016),30.25310094,-97.77940179
2010-099454 PP,C-1000 Commercial Remodel,Remodel,2800 BARTONS BLUFF LN UNIT 304,06/02/2011,Interior Remodel to existing Multi-Family Res Apts,Final,"Randy Waits, DBA Randy Waits Plumbing",6213,Oliver Loving,Trl,,,Austin,TX,78749,(512) 288-1121,,,,,,,,,,,,,,,907,10,0,LOT 31-33 BLK A & 1.26AC OF PVT ST & COMMON AREA WALLINGWOOD SEC II-A,,
2010-102978 PP,C-1000 Commercial Remodel,Remodel,2800 BARTONS BLUFF LN UNIT 703,06/02/2011,Interior Remodel to existing Mulfi-family Res Apts,Final,"Randy Waits, DBA Randy Waits Plumbing",6213,Oliver Loving,Trl,,,Austin,TX,78749,(512) 288-1121,,,,,,,,,,,,,,,738,1,0,LOT 31-33 BLK A & 1.26AC OF PVT ST & COMMON AREA WALLINGWOOD SEC II-A,30.2559794,-97.79715988
2010-104494 PP,R- 329 Res Structures Other Than Bldg,New,4216 ENDCLIFFE DR,06/02/2011,(2)Reissue expired pool permit 1982-014406BP,Final,"Scott Wharam, A-Quality Plumbing",1209,PathFinder,WAY,,,Round Rock,TX,78665,(512) 689-4319,,,,,,,,,,,,390,,,,1,0,,30.36936719,-97.76515798
2011-005930 EP,R- 101 Single Family Houses,New,8504 RED WILLOW DR BLDG C,06/02/2011,"new two story 2 bed 1.5 bath with attached workshop, shared drive",Withdrawn,"Michael Martin, Martin Remodeling",5304,Avispa,Way,,,Austin,TX,78738,(512) 632-5897,,,,,,,,,,,,1860,,,,1,0,Lot: 2 Block: Subdivision: THE CANYON AT RED WILLOW (SMART HOUSING),30.2425601,-97.89722135
2011-007065 MP,R- 101 Single Family Houses,New,2321 E 5TH ST,06/02/2011,"new single story sfres - 3 bed 2 bath with attached carport, private drive and covered front porch.",Final,"Isaac Aros, Aros Htg. & Air",2215,Holly,St,,,Austin,TX,78702,(512) 698-2665,,,,,,,,,,,,1654,,,,1,0,Lot: 13 Block: 6 Subdivision:,30.25832014,-97.71665998
2011-012178 EP,R- 434 Addition & Alterations,Addition and Remodel,6809 MILLIKIN CV,06/02/2011,"Partial demo of existing sf res rear wall to accomodate new master bathroom addition, new den, and new covered attached patio area. Also complete interior remodel of kitchen. Electrical, plumbing and mechanical as needed. Upgrade elec srv",Final,"Tom E Hoffman, Hoffman Electric LLC",144,Shady Oaks,Dr,,,Dale,TX,78616,(512) 563-1830,,,,,,,,,,,2006,265,,,,1,0,Lot: 8 Block: Subdivision:,,
2011-013513 PP,Residential,Remodel,1601 WEBBERVILLE RD,06/02/2011,Install new hvac to existing residence only,Final,"Robert P Farris, Ramirez Plumbing",238,FM 696,ST,,,Elgin,TX,78621,,JOHNSON A J REAL ESTATE LLC,,,,,,AUSTIN,TX,78722 1025,,,,,,,1,0,Lot: Block: A Subdivision:,30.2800999,-97.6795965
