permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1995-000001 EP,Commercial,Remodel,3208 Red River Street              A  00000,06/02/1995,Replace Exist Condensor 2 Units,Final,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 1 Block:   Subdivision:  ,3208 RED RIVER STREET,30.29190261,-97.72708225,,,,,
1995-000001 MP,Commercial,Remodel,3208 Red River Street              A  00000,06/02/1995,Replace Exist Condensor 2 Units,Final,,,,,,,,,,,,,,,,,,,,,,,,500,,1,,Lot: 1 Block:   Subdivision:  ,3208 RED RIVER STREET,30.29190261,-97.72708225,,,,,
1995-000947 BP,R- 101 Single Family Houses,New,12011 Shady Springs Road            C  00000,06/02/1995,New Two Story Residence W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,79380,,1,,,12011 SHADY SPRINGS ROAD,30.39725214,-97.68969216,,,,,
1995-000947 DS,Res. Driveway & Sidewalk,New,12011 Shady Springs Road            C  00000,06/02/1995,New Two Story Residence W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,79380,,,,,12011 SHADY SPRINGS ROAD,30.39725214,-97.68969216,,,,,
1995-000947 EP,R- 101 Single Family Houses,New,12011 Shady Springs Road            C  00000,06/02/1995,New Two Story Residence W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,79380,,1,,,12011 SHADY SPRINGS ROAD,30.39725214,-97.68969216,,,,,
1995-000947 MP,R- 101 Single Family Houses,New,12011 Shady Springs Road            C  00000,06/02/1995,New Two Story Residence W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,79380,,1,,,12011 SHADY SPRINGS ROAD,30.39725214,-97.68969216,,,,,
1995-000947 PP,R- 101 Single Family Houses,New,12011 Shady Springs Road            C  00000,06/02/1995,New Two Story Residence W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,79380,,1,,,12011 SHADY SPRINGS ROAD,30.39725214,-97.68969216,,,,,
1995-001298 BP,R- 101 Single Family Houses,New,4020 Dominion Cove                 A  00000,06/02/1995,One Story Res W/Attached Garage &Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,89563,,1,,,4020 DOMINION COVE,30.38369909,-97.74667026,,,,,
1995-001298 DS,Res. Driveway & Sidewalk,New,4020 Dominion Cove                 A  00000,06/02/1995,One Story Res W/Attached Garage &Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,89563,,,,,4020 DOMINION COVE,30.38369909,-97.74667026,,,,,
1995-001298 EP,R- 101 Single Family Houses,New,4020 Dominion Cove                 A  00000,06/02/1995,One Story Res W/Attached Garage &Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,89563,,1,,,4020 DOMINION COVE,30.38369909,-97.74667026,,,,,
1995-001298 MP,R- 101 Single Family Houses,New,4020 Dominion Cove                 A  00000,06/02/1995,One Story Res W/Attached Garage &Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,89563,,1,,,4020 DOMINION COVE,30.38369909,-97.74667026,,,,,
1995-001298 PP,R- 101 Single Family Houses,New,4020 Dominion Cove                 A  00000,06/02/1995,One Story Res W/Attached Garage &Covered Patio,Final,,,,,,,,,,,,,,,,,,,,,,,,89563,,1,,,4020 DOMINION COVE,30.38369909,-97.74667026,,,,,
1995-001373 BP,R- 101 Single Family Houses,New,11124 Amesite Trail                 A  00000,06/02/1995,New 2 Stry Resid Att Garage Cvrd Porch Opn Pat,Final,,,,,,,,,,,,,,,,,,,,,,,,125965,,1,,,11124 AMESITE TRAIL,30.4325752,-97.8283157,,,,,
1995-001373 DS,Res. Driveway & Sidewalk,New,11124 Amesite Trail                 A  00000,06/02/1995,New 2 Stry Resid Att Garage Cvrd Porch Opn Pat,Final,,,,,,,,,,,,,,,,,,,,,,,,125965,,,,,11124 AMESITE TRAIL,30.4325752,-97.8283157,,,,,
1995-001373 EP,R- 101 Single Family Houses,New,11124 Amesite Trail                 A  00000,06/02/1995,New 2 Stry Resid Att Garage Cvrd Porch Opn Pat,Final,,,,,,,,,,,,,,,,,,,,,,,,125965,,1,,,11124 AMESITE TRAIL,30.4325752,-97.8283157,,,,,
1995-001373 MP,R- 101 Single Family Houses,New,11124 Amesite Trail                 A  00000,06/02/1995,New 2 Stry Resid Att Garage Cvrd Porch Opn Pat,Final,,,,,,,,,,,,,,,,,,,,,,,,125965,,1,,,11124 AMESITE TRAIL,30.4325752,-97.8283157,,,,,
1995-001373 PP,R- 101 Single Family Houses,New,11124 Amesite Trail                 A  00000,06/02/1995,New 2 Stry Resid Att Garage Cvrd Porch Opn Pat,Final,,,,,,,,,,,,,,,,,,,,,,,,125965,,1,,,11124 AMESITE TRAIL,30.4325752,-97.8283157,,,,,
1995-001489 BP,"C- 437 Addn, Alter, Convn-NonRes",Addition,842 Springdale Road               A .00000,06/02/1995,Add Restroom To Police Substation,Final,,,,,,,,,,,,,,,,,,,,,,,,6000,,1,,"LOT 1-3 & N 93\' OF LOT 4 OLT 29-30 DIV A JONES J GODWIN SUBD,LOT 6-8,E 54\' OF LOT 9 & LOT 13-15 BLK 6 OLT 29 DIV A RESUB OF LOT 3-6 LATTIMORE SUBD,ACR 3.462 OF OLT 29-30 & 20 X 640\' OF OLT 29 DIVISION A",842 SPRINGDALE ROAD,30.25998416,-97.69974929,,,,,
