permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,folder_owner,folder_owner_addrhouse,folder_owner_addrstreet,folder_owner_addrstreettype,folder_owner_addrunittype,folder_owner_addrunit,folder_owner_addrcity,folder_owner_addrprovince,folder_owner_addrpostal,folder_owner_phone,property_owner,property_owner_addrhouse,property_owner_addrstreet,property_owner_addrstreettype,property_owner_addrunittype,property_owner_addrunit,property_owner_addrcity,property_owner_addrprovince,property_owner_addrpostal,property_owner_phone,total_existing_bldg_footage,total_new_add_footage,total_valuation_remodel,total_job_valuation,remodel_repair_footage,number_of_units,usage_category,legal_description,geocoded_address,lat,lng,accuracy,city,postal_code,state,county
1995-000545 BP,C- 327 Stores & Customer Services,New,8025 I 35 Service Rd Northbnd Northa  00000,05/02/1995,New Retail Sporting Goods-Austin Sports,Final,,,,,,,,,,,,,,,,,,,,,,,,1853400,,1,,Lot: 6 Block:   Subdivision: HENRY B. SEIDERS SUBDIVISION,8025 I 35 SERVICE RD NORTHBND NORTHA 00000,,,,,,,
1995-000545 DS,Com. Driveway & Sidewalk,New,8025 I 35 Service Rd Northbnd Northa  00000,05/02/1995,New Retail Sporting Goods-Austin Sports,Final,,,,,,,,,,,,,,,,,,,,,,,,1853400,,,,Lot: 6 Block:   Subdivision: HENRY B. SEIDERS SUBDIVISION,8025 I 35 SERVICE RD NORTHBND NORTHA 00000,,,,,,,
1995-000545 EP,C- 327 Stores & Customer Services,New,8025 I 35 Service Rd Northbnd Northa  00000,05/02/1995,New Retail Sporting Goods-Austin Sports,Final,,,,,,,,,,,,,,,,,,,,,,,,1853400,,1,,Lot: 6 Block:   Subdivision: HENRY B. SEIDERS SUBDIVISION,8025 I 35 SERVICE RD NORTHBND NORTHA 00000,,,,,,,
1995-000545 MP,C- 327 Stores & Customer Services,New,8025 I 35 Service Rd Northbnd Northa  00000,05/02/1995,New Retail Sporting Goods-Austin Sports,Final,,,,,,,,,,,,,,,,,,,,,,,,1853400,,1,,Lot: 6 Block:   Subdivision: HENRY B. SEIDERS SUBDIVISION,8025 I 35 SERVICE RD NORTHBND NORTHA 00000,,,,,,,
1995-000545 PP,C- 327 Stores & Customer Services,New,8025 I 35 Service Rd Northbnd Northa  00000,05/02/1995,New Retail Sporting Goods-Austin Sports,Final,,,,,,,,,,,,,,,,,,,,,,,,1853400,,1,,Lot: 6 Block:   Subdivision: HENRY B. SEIDERS SUBDIVISION,8025 I 35 SERVICE RD NORTHBND NORTHA 00000,,,,,,,
1995-011387 EP,Sign Permit,,8312 Burnet Road                   A  00000,05/02/1995,Wall Sign For Artisans Jewelry Shoppe,Final,,,,,,,,,,,BURNET ESTATE LTD,,,,,,AUSTIN,TX,78709 1973,,,,,,,1,,,8312 BURNET ROAD,30.36367088,-97.72950213,,,,,
1995-011783 BP,R- 101 Single Family Houses,New,13429 Capadocia Cove                A .00000,05/02/1995,One Stry Frm Res W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,84665,,1,,,13429 CAPADOCIA COVE,30.43078823,-97.69225804,,,,,
1995-011783 DS,Res. Driveway & Sidewalk,New,13429 Capadocia Cove                A .00000,05/02/1995,One Stry Frm Res W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,84665,,,,,13429 CAPADOCIA COVE,30.43078823,-97.69225804,,,,,
1995-011783 EP,R- 101 Single Family Houses,New,13429 Capadocia Cove                A .00000,05/02/1995,One Stry Frm Res W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,84665,,1,,,13429 CAPADOCIA COVE,30.43078823,-97.69225804,,,,,
1995-011783 MP,R- 101 Single Family Houses,New,13429 Capadocia Cove                A .00000,05/02/1995,One Stry Frm Res W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,84665,,1,,,13429 CAPADOCIA COVE,30.43078823,-97.69225804,,,,,
1995-011783 PP,R- 101 Single Family Houses,New,13429 Capadocia Cove                A .00000,05/02/1995,One Stry Frm Res W/Att Garage,Final,,,,,,,,,,,,,,,,,,,,,,,,84665,,1,,,13429 CAPADOCIA COVE,30.43078823,-97.69225804,,,,,
